,timestamp,open,high,low,close,volume
0,2021-12-11T00:00:00+00:00,80.5935,90.0,75.612,79.125,17459070
1,2021-12-14T00:00:00+00:00,79.125,110.3045,76.5225,98.222,69366865
2,2021-12-17T00:00:00+00:00,98.222,117.6335,98.1465,107.65,62574542
3,2021-12-20T00:00:00+00:00,107.65,127.336,101.025,116.668,54018893
4,2021-12-23T00:00:00+00:00,116.668,125.119,112.2045,115.125,32844680
5,2021-12-26T00:00:00+00:00,115.125,122.0,93.4525,106.9465,58120373
6,2021-12-29T00:00:00+00:00,106.9465,112.0175,98.2505,109.325,37155235
7,2022-01-01T00:00:00+00:00,109.325,117.602,106.05,108.037,36333475
8,2022-01-04T00:00:00+00:00,108.037,109.285,90.567,95.134,58813213
9,2022-01-07T00:00:00+00:00,95.134,95.4415,79.2,89.32,44022595
10,2022-01-10T00:00:00+00:00,89.32,97.2,80.013,96.01,45369880
11,2022-01-13T00:00:00+00:00,96.01,97.276,87.2925,93.055,29641730
12,2022-01-16T00:00:00+00:00,93.055,94.943,83.695,86.031,32755295
13,2022-01-19T00:00:00+00:00,86.031,87.767,63.933,66.1085,60705554
14,2022-01-22T00:00:00+00:00,66.1085,67.5155,52.9525,63.016,72715942
15,2022-01-25T00:00:00+00:00,63.016,73.512,60.796,64.7015,62163437
16,2022-01-28T00:00:00+00:00,64.7015,76.0,61.7485,67.985,38742813
17,2022-01-31T00:00:00+00:00,67.985,74.8675,64.266,67.8335,51720337
18,2022-02-03T00:00:00+00:00,67.8335,81.031,65.0,77.137,78727011
19,2022-02-06T00:00:00+00:00,77.137,93.755,74.2245,86.4315,117222361
20,2022-02-09T00:00:00+00:00,86.4315,95.9975,80.035,81.805,133292871
21,2022-02-12T00:00:00+00:00,81.805,84.861,76.203,81.8835,46448304
22,2022-02-15T00:00:00+00:00,81.8835,98.758,81.423,88.318,160647701
23,2022-02-18T00:00:00+00:00,88.318,89.999,76.5895,77.3755,59876527
24,2022-02-21T00:00:00+00:00,77.3755,82.708,67.235,73.469,76893238
25,2022-02-24T00:00:00+00:00,73.469,85.0,64.528,81.7825,97922958
26,2022-02-27T00:00:00+00:00,81.802,90.9,71.8215,86.91,114908913
27,2022-03-02T00:00:00+00:00,86.91,90.324,74.8425,75.7255,146890342
28,2022-03-05T00:00:00+00:00,75.7255,78.7225,70.3545,71.698,53359546
29,2022-03-08T00:00:00+00:00,71.6955,80.479,71.236,73.953,55868226
30,2022-03-11T00:00:00+00:00,73.953,76.9435,67.2175,67.9435,45286186
31,2022-03-14T00:00:00+00:00,67.9435,74.749,65.561,74.087,46117321
32,2022-03-17T00:00:00+00:00,74.087,92.4225,73.1985,89.5715,114794302
33,2022-03-20T00:00:00+00:00,89.5715,92.4965,82.897,83.906,106007561
34,2022-03-23T00:00:00+00:00,83.906,88.3015,82.1455,83.577,77357407
35,2022-03-26T00:00:00+00:00,83.577,96.2735,75.8785,89.586,82169016
36,2022-03-29T00:00:00+00:00,89.586,101.982,89.325,97.4665,165034989
37,2022-04-01T00:00:00+00:00,97.4665,103.668,90.392,98.1,126521251
38,2022-04-04T00:00:00+00:00,98.1,98.161,82.626,82.9515,111279244
39,2022-04-07T00:00:00+00:00,82.9515,90.5915,81.3565,84.5595,84347580
40,2022-04-10T00:00:00+00:00,84.5595,85.6595,72.723,76.306,52925694
41,2022-04-13T00:00:00+00:00,76.306,81.8655,74.7455,77.4685,47342928
42,2022-04-16T00:00:00+00:00,77.4685,78.712,71.816,77.724,24731701
43,2022-04-19T00:00:00+00:00,77.724,81.289,74.191,75.016,49651678
44,2022-04-22T00:00:00+00:00,75.016,77.207,71.08,71.5145,30266719
45,2022-04-25T00:00:00+00:00,71.5145,73.1795,67.409,69.8505,59176821
46,2022-04-28T00:00:00+00:00,69.8505,70.7465,55.011,56.994,63610963
47,2022-05-01T00:00:00+00:00,56.994,62.516,56.303,59.603,80083504
48,2022-05-04T00:00:00+00:00,59.603,69.4705,55.102,56.968,90263185
49,2022-05-07T00:00:00+00:00,56.968,57.4865,41.055,41.1855,88480481
50,2022-05-10T00:00:00+00:00,41.1855,50.324,22.3805,30.2255,239434647
51,2022-05-13T00:00:00+00:00,30.2255,37.95,29.04,36.5225,94359641
52,2022-05-16T00:00:00+00:00,36.5225,36.5225,29.341,29.5255,87068141
53,2022-05-19T00:00:00+00:00,29.5255,31.899,27.471,29.844,110815977
54,2022-05-22T00:00:00+00:00,29.844,33.083,26.849,29.027,120005629
55,2022-05-25T00:00:00+00:00,29.027,29.5995,21.3025,22.5535,114905413
56,2022-05-28T00:00:00+00:00,22.5545,28.41,22.1555,27.6805,99593227
57,2022-05-31T00:00:00+00:00,27.6805,29.089,22.6535,24.605,78909327
58,2022-06-03T00:00:00+00:00,24.605,25.172,22.1005,24.152,51247498
59,2022-06-06T00:00:00+00:00,24.152,27.75,24.0225,26.921,15644672
