,timestamp,open,high,low,close,volume
0,2019-11-28T00:00:00+00:00,16.0085,16.0275,15.453,15.531,13070
1,2019-11-29T00:00:00+00:00,15.531,16.351,14.959,15.107,7081
2,2019-12-03T00:00:00+00:00,15.107,16.091,14.834,15.667,0
3,2019-12-07T00:00:00+00:00,15.667,15.831,14.589,14.817,0
4,2019-12-11T00:00:00+00:00,14.817,15.0,14.228,14.356,0
5,2019-12-15T00:00:00+00:00,14.358,14.483,12.16,13.616,229918
6,2019-12-19T00:00:00+00:00,13.616,13.813,12.968,13.785,56497
7,2019-12-23T00:00:00+00:00,13.785,13.941,12.904,13.13,48570
8,2019-12-27T00:00:00+00:00,13.13,14.35,12.889,13.825,13351
9,2019-12-31T00:00:00+00:00,13.825,14.014,12.95,13.634,18210
10,2020-01-04T00:00:00+00:00,13.649,15.177,13.523,15.019,86711
11,2020-01-08T00:00:00+00:00,15.009,15.362,14.115,14.98,139128
12,2020-01-12T00:00:00+00:00,14.98,18.071,14.98,17.675,66023
13,2020-01-16T00:00:00+00:00,17.675,18.475,16.351,17.341,538862
14,2020-01-20T00:00:00+00:00,17.341,18.389,16.707,17.022,366436
15,2020-01-24T00:00:00+00:00,17.033,17.867,16.428,17.648,182190
16,2020-01-28T00:00:00+00:00,17.635,18.868,17.445,18.186,1589785
17,2020-02-01T00:00:00+00:00,18.199,18.997,17.801,18.12,673893
18,2020-02-05T00:00:00+00:00,18.12,22.51,18.103,21.797,993574
19,2020-02-09T00:00:00+00:00,21.796,26.974,21.613,26.494,1657307
20,2020-02-13T00:00:00+00:00,26.494,27.289,21.736,23.29,2249367
21,2020-02-17T00:00:00+00:00,23.29,24.56,21.049,22.155,1129579
22,2020-02-21T00:00:00+00:00,22.139,23.296,21.175,22.061,162685
23,2020-02-25T00:00:00+00:00,22.061,22.061,17.708,19.016,806624
24,2020-02-29T00:00:00+00:00,19.0,20.385,18.484,19.64,112671
25,2020-03-04T00:00:00+00:00,19.64,21.756,19.549,20.226,68760
26,2020-03-08T00:00:00+00:00,20.226,20.238,15.438,16.555,538013
27,2020-03-12T00:00:00+00:00,16.555,16.602,6.501,10.357,4364767
28,2020-03-16T00:00:00+00:00,10.357,12.721,8.415,12.301,2198935
29,2020-03-20T00:00:00+00:00,12.301,13.699,10.356,12.211,1841351
30,2020-03-24T00:00:00+00:00,12.208,13.423,11.957,12.355,751740
31,2020-03-28T00:00:00+00:00,12.355,12.723,11.234,12.564,464851
32,2020-04-01T00:00:00+00:00,12.564,14.078,11.998,13.77,541904
33,2020-04-05T00:00:00+00:00,13.77,15.484,13.413,15.105,586776
34,2020-04-09T00:00:00+00:00,15.105,15.214,13.469,14.27,594752
35,2020-04-13T00:00:00+00:00,14.27,15.985,13.665,15.745,926202
