timestamp,open_ftx_1H,high_ftx_1H,low_ftx_1H,close_ftx_1H,volume_ftx_1H
2021-10-06 04:00:00,51543.0,51617.0,51236.0,51341.0,1842232.9705
2021-10-06 05:00:00,51341.0,51841.0,51206.0,51544.0,3347851.4607
2021-10-06 06:00:00,51544.0,51753.0,51480.0,51545.0,1555432.4312
2021-10-06 07:00:00,51545.0,51581.0,51229.0,51474.0,1559671.3117
2021-10-06 08:00:00,51474.0,51525.0,50421.0,50711.0,6290798.162
2021-10-06 09:00:00,50711.0,50844.0,50418.0,50728.0,3525643.6945
2021-10-06 10:00:00,50728.0,51490.0,50650.0,51185.0,5048897.6588
2021-10-06 11:00:00,51185.0,51507.0,51116.0,51338.0,2316374.3604
2021-10-06 12:00:00,51352.0,52851.0,51303.0,52773.0,5215135.4738
2021-10-06 13:00:00,52774.0,55600.0,52664.0,53978.0,28030002.7722
2021-10-06 14:00:00,53978.0,54533.0,53761.0,54492.0,3229399.0554
2021-10-06 15:00:00,54492.0,55129.0,54269.0,55018.0,16017604.8186
2021-10-06 16:00:00,55018.0,55051.0,54500.0,54898.0,8727181.3784
2021-10-06 17:00:00,54898.0,54920.0,54535.0,54589.0,4592787.954
2021-10-06 18:00:00,54589.0,55105.0,54507.0,54544.0,5375436.7346
2021-10-06 19:00:00,54544.0,55098.0,54518.0,55076.0,6562918.2125
2021-10-06 20:00:00,55076.0,55399.0,54844.0,54944.0,13254223.8347
2021-10-06 21:00:00,54944.0,55281.0,54915.0,55097.0,655790.3742
2021-10-06 22:00:00,55097.0,55283.0,54904.0,55172.0,2858332.7117
2021-10-06 23:00:00,55157.0,55747.0,55133.0,55328.0,12882105.5885
2021-10-07 00:00:00,55328.0,55341.0,54498.0,54822.0,9978514.7066
2021-10-07 01:00:00,54820.0,54917.0,54135.0,54815.0,9445282.3381
2021-10-07 02:00:00,54815.0,55246.0,54711.0,55100.0,4915161.7064
2021-10-07 03:00:00,55100.0,55240.0,54757.0,54836.0,2986794.9401
2021-10-07 04:00:00,54836.0,55259.0,54791.0,55090.0,1281873.8322
2021-10-07 05:00:00,55090.0,55090.0,54601.0,54750.0,4940972.9106
2021-10-07 06:00:00,54750.0,54970.0,54444.0,54556.0,6914925.5193
2021-10-07 07:00:00,54556.0,54828.0,54291.0,54787.0,4112741.8167
2021-10-07 08:00:00,54787.0,54801.0,54425.0,54553.0,2434141.9828
2021-10-07 09:00:00,54553.0,54564.0,53829.0,54342.0,8272071.0349
2021-10-07 10:00:00,54343.0,54457.0,53867.0,53952.0,4505313.3496
2021-10-07 11:00:00,53952.0,54394.0,53932.0,54344.0,2567164.0964
2021-10-07 12:00:00,54344.0,54396.0,53702.0,54009.0,4852660.182
2021-10-07 13:00:00,54009.0,54708.0,53817.0,54593.0,4784357.1216
2021-10-07 14:00:00,54593.0,54715.0,53415.0,53854.0,14890752.7469
2021-10-07 15:00:00,53854.0,54230.0,53695.0,53927.0,4174920.0378
2021-10-07 16:00:00,53927.0,54313.0,53459.0,54171.0,7095262.7961
2021-10-07 17:00:00,54171.0,54327.0,54054.0,54195.0,1175569.4036
2021-10-07 18:00:00,54195.0,54249.0,53853.0,53921.0,2496032.9715
2021-10-07 19:00:00,53921.0,54173.0,53888.0,53978.0,3293732.3589
2021-10-07 20:00:00,53978.0,54336.0,53925.0,54193.0,537841.2255
2021-10-07 21:00:00,54193.0,54527.0,54092.0,54289.0,1532123.811
2021-10-07 22:00:00,54289.0,54647.0,53778.0,53920.0,8304278.196
2021-10-07 23:00:00,53920.0,53972.0,53652.0,53802.0,1352529.0546
2021-10-08 00:00:00,53802.0,54245.0,53737.0,54149.0,1609938.7626
2021-10-08 01:00:00,54149.0,54417.0,54083.0,54322.0,1207077.6477
2021-10-08 02:00:00,54322.0,54442.0,53815.0,53862.0,535630.4171
2021-10-08 03:00:00,53862.0,53939.0,53707.0,53827.0,2540179.7826
2021-10-08 04:00:00,53827.0,53981.0,53773.0,53895.0,466766.8441
2021-10-08 05:00:00,53895.0,54193.0,53652.0,54184.0,2692136.1468
2021-10-08 06:00:00,54185.0,54292.0,54022.0,54142.0,1982190.2622
2021-10-08 07:00:00,54142.0,54999.0,54026.0,54829.0,10060217.432
2021-10-08 08:00:00,54829.0,56119.0,54785.0,55817.0,14331175.3757
2021-10-08 09:00:00,55817.0,55900.0,55150.0,55243.0,8838490.0528
2021-10-08 10:00:00,55254.0,55576.0,55195.0,55502.0,1752124.5256
2021-10-08 11:00:00,55502.0,55616.0,55169.0,55259.0,2920075.6992
2021-10-08 12:00:00,55259.0,55314.0,54535.0,54861.0,12554386.8187
2021-10-08 13:00:00,54861.0,54949.0,54021.0,54187.0,12066680.9229
2021-10-08 14:00:00,54187.0,54714.0,54151.0,54592.0,1334556.6836
2021-10-08 15:00:00,54592.0,54788.0,53979.0,54346.0,5135602.9533
2021-10-08 16:00:00,54346.0,54525.0,54056.0,54316.0,3683313.8588
2021-10-08 17:00:00,54316.0,54456.0,54156.0,54307.0,460840.6847
2021-10-08 18:00:00,54307.0,54664.0,54246.0,54510.0,1856147.4457
2021-10-08 19:00:00,54510.0,54724.0,54288.0,54711.0,4329991.6292
2021-10-08 20:00:00,54710.0,54788.0,53761.0,53994.0,6864064.9166
2021-10-08 21:00:00,53995.0,54345.0,53901.0,54182.0,1300757.9215
2021-10-08 22:00:00,54182.0,54267.0,54040.0,54082.0,896358.8841
2021-10-08 23:00:00,54081.0,54147.0,53790.0,53968.0,933595.4312
2021-10-09 00:00:00,53968.0,54304.0,53686.0,54264.0,5653601.7381
2021-10-09 01:00:00,54264.0,54310.0,53848.0,54016.0,866225.6876
2021-10-09 02:00:00,54016.0,54202.0,53850.0,54167.0,1435592.47
2021-10-09 03:00:00,54167.0,54705.0,54122.0,54588.0,3184779.3816
2021-10-09 04:00:00,54588.0,54753.0,54502.0,54701.0,745582.4652
2021-10-09 05:00:00,54701.0,54757.0,54404.0,54614.0,754840.8952
2021-10-09 06:00:00,54608.0,55008.0,54602.0,54853.0,5475533.4451
2021-10-09 07:00:00,54853.0,55083.0,54673.0,54932.0,1630808.6963
2021-10-09 08:00:00,54932.0,55068.0,54544.0,54730.0,566797.1584
2021-10-09 09:00:00,54730.0,54919.0,54500.0,54903.0,1518562.2612
2021-10-09 10:00:00,54903.0,54996.0,54567.0,54887.0,1771136.613
2021-10-09 11:00:00,54889.0,55343.0,54792.0,54805.0,7890014.6147
2021-10-09 12:00:00,54805.0,55163.0,54805.0,54975.0,3129180.9233
2021-10-09 13:00:00,54975.0,55489.0,54938.0,55260.0,3600494.8435
2021-10-09 14:00:00,55260.0,55325.0,55075.0,55149.0,243117.9143
2021-10-09 15:00:00,55149.0,55185.0,54906.0,54979.0,2601875.4584
2021-10-09 16:00:00,54979.0,55148.0,54628.0,54806.0,3352942.4327
2021-10-09 17:00:00,54806.0,54953.0,54754.0,54918.0,1964784.2131
2021-10-09 18:00:00,54918.0,55144.0,54759.0,54906.0,1676737.1369
2021-10-09 19:00:00,54906.0,54967.0,54609.0,54656.0,949349.638
2021-10-09 20:00:00,54656.0,54672.0,54333.0,54662.0,3245515.1782
2021-10-09 21:00:00,54662.0,54849.0,54569.0,54844.0,223084.6866
2021-10-09 22:00:00,54844.0,54969.0,54759.0,54906.0,1884776.2724
2021-10-09 23:00:00,54906.0,55195.0,54854.0,54956.0,3367563.1895
2021-10-10 00:00:00,54956.0,55202.0,54823.0,54916.0,817140.614
2021-10-10 01:00:00,54916.0,54953.0,54392.0,54394.0,3307764.927
2021-10-10 02:00:00,54394.0,54760.0,54111.0,54639.0,2559029.0248
2021-10-10 03:00:00,54639.0,55204.0,54573.0,55060.0,3767156.7929
2021-10-10 04:00:00,55071.0,56005.0,54869.0,55875.0,6733189.3772
2021-10-10 05:00:00,55875.0,56061.0,55412.0,55653.0,5378383.6329
2021-10-10 06:00:00,55653.0,55856.0,55517.0,55629.0,1294220.2101
2021-10-10 07:00:00,55629.0,55789.0,55449.0,55685.0,2185712.5344
2021-10-10 08:00:00,55685.0,55938.0,55546.0,55591.0,922468.7632
2021-10-10 09:00:00,55591.0,55612.0,54775.0,54996.0,6860110.8541
2021-10-10 10:00:00,54996.0,55158.0,54735.0,55031.0,711994.746
2021-10-10 11:00:00,55031.0,55328.0,54823.0,55173.0,1673945.9678
2021-10-10 12:00:00,55173.0,55220.0,54775.0,54956.0,1368696.0634
2021-10-10 13:00:00,54956.0,55337.0,54668.0,55246.0,1439786.4001
2021-10-10 14:00:00,55246.0,55484.0,55129.0,55148.0,3991307.7412
2021-10-10 15:00:00,55148.0,55547.0,55013.0,55399.0,2292873.2991
2021-10-10 16:00:00,55399.0,55499.0,55191.0,55490.0,1199229.8244
2021-10-10 17:00:00,55490.0,55499.0,55030.0,55361.0,578628.2841
2021-10-10 18:00:00,55361.0,55399.0,55029.0,55335.0,994917.2293
2021-10-10 19:00:00,55335.0,55545.0,55246.0,55481.0,2702095.2197
2021-10-10 20:00:00,55481.0,56649.0,55226.0,55443.0,15533623.6018
2021-10-10 21:00:00,55443.0,55454.0,54419.0,54839.0,7031833.7314
2021-10-10 22:00:00,54839.0,54959.0,54581.0,54908.0,1867753.9138
2021-10-10 23:00:00,54903.0,54950.0,54382.0,54688.0,2847628.2518
2021-10-11 00:00:00,54686.0,55211.0,54441.0,55179.0,7810162.3529
2021-10-11 01:00:00,55179.0,55668.0,55090.0,55368.0,3125542.7123
2021-10-11 02:00:00,55368.0,55823.0,55318.0,55823.0,1048984.6858
2021-10-11 03:00:00,55823.0,56776.0,55685.0,56523.0,8948890.3364
2021-10-11 04:00:00,56523.0,56778.0,56375.0,56484.0,9597297.2418
2021-10-11 05:00:00,56484.0,56601.0,56173.0,56541.0,1464413.3887
2021-10-11 06:00:00,56542.0,56783.0,56489.0,56695.0,1542320.2092
2021-10-11 07:00:00,56695.0,57076.0,56572.0,56809.0,6477034.8513
2021-10-11 08:00:00,56809.0,56896.0,56328.0,56580.0,2069093.5847
2021-10-11 09:00:00,56580.0,56779.0,56421.0,56512.0,2227044.6871
2021-10-11 10:00:00,56512.0,56565.0,56185.0,56200.0,2229046.4369
2021-10-11 11:00:00,56200.0,56675.0,55909.0,56429.0,5917229.8669
2021-10-11 12:00:00,56427.0,56564.0,56132.0,56485.0,3036017.953
2021-10-11 13:00:00,56485.0,57434.0,56485.0,57241.0,7067738.2427
2021-10-11 14:00:00,57241.0,57674.0,57046.0,57471.0,6763627.4459
2021-10-11 15:00:00,57471.0,57619.0,57244.0,57517.0,8254012.4837
2021-10-11 16:00:00,57507.0,57781.0,57254.0,57302.0,3344097.6469
2021-10-11 17:00:00,57302.0,57580.0,57185.0,57432.0,2258781.5069
2021-10-11 18:00:00,57435.0,57573.0,57279.0,57353.0,2179663.6682
2021-10-11 19:00:00,57353.0,57832.0,57345.0,57502.0,7000477.5699
2021-10-11 20:00:00,57502.0,57506.0,56800.0,57349.0,11256796.4926
2021-10-11 21:00:00,57349.0,57422.0,57015.0,57156.0,1237065.6932
2021-10-11 22:00:00,57156.0,57339.0,57058.0,57184.0,1832733.5444
2021-10-11 23:00:00,57184.0,57537.0,57088.0,57499.0,2881633.6039
2021-10-12 00:00:00,57499.0,57499.0,56628.0,56948.0,15108307.607
2021-10-12 01:00:00,56948.0,57146.0,56725.0,57074.0,2312753.7387
2021-10-12 02:00:00,57074.0,57193.0,56675.0,56783.0,5328656.3778
2021-10-12 03:00:00,56783.0,56788.0,56430.0,56730.0,5529500.6244
2021-10-12 04:00:00,56730.0,57066.0,56575.0,56986.0,4302393.0318
2021-10-12 05:00:00,56986.0,57653.0,56621.0,57435.0,6994947.9124
2021-10-12 06:00:00,57435.0,57662.0,57079.0,57219.0,8401610.4387
2021-10-12 07:00:00,57219.0,57462.0,57176.0,57352.0,1722111.4607
2021-10-12 08:00:00,57355.0,57632.0,57259.0,57471.0,2098770.0269
2021-10-12 09:00:00,57471.0,57507.0,56779.0,56928.0,5364579.2495
2021-10-12 10:00:00,56946.0,57248.0,56701.0,57201.0,4385194.1864
2021-10-12 11:00:00,57201.0,57399.0,57058.0,57251.0,4016672.2398
2021-10-12 12:00:00,57251.0,57304.0,56789.0,56895.0,3689508.5097
2021-10-12 13:00:00,56895.0,57454.0,56852.0,56955.0,16146163.3265
2021-10-12 14:00:00,56955.0,57149.0,56025.0,56407.0,19371598.2764
2021-10-12 15:00:00,56407.0,56632.0,56023.0,56306.0,27795704.4223
2021-10-12 16:00:00,56306.0,56387.0,55700.0,55901.0,11461010.3761
2021-10-12 17:00:00,55901.0,56059.0,55535.0,55901.0,6743830.1551
2021-10-12 18:00:00,55901.0,55995.0,55542.0,55572.0,2050267.1995
2021-10-12 19:00:00,55572.0,55877.0,55210.0,55329.0,5901726.1855
2021-10-12 20:00:00,55329.0,55598.0,53888.0,55372.0,32289436.9395
2021-10-12 21:00:00,55372.0,56070.0,55105.0,56055.0,5892055.5374
2021-10-12 22:00:00,56055.0,56421.0,56042.0,56399.0,5799934.6629
2021-10-12 23:00:00,56399.0,56534.0,55956.0,56004.0,7879102.461
2021-10-13 00:00:00,55989.0,56524.0,55834.0,56463.0,5719052.9892
2021-10-13 01:00:00,56463.0,56594.0,56167.0,56286.0,1290262.3268
2021-10-13 02:00:00,56286.0,56431.0,56170.0,56420.0,2135808.8064
2021-10-13 03:00:00,56420.0,56444.0,56254.0,56280.0,2043924.3988
2021-10-13 04:00:00,56280.0,56378.0,56026.0,56077.0,1556460.9352
2021-10-13 05:00:00,56077.0,56191.0,54970.0,55042.0,10120993.4913
2021-10-13 06:00:00,55042.0,55526.0,54765.0,55364.0,7107219.6284
2021-10-13 07:00:00,55360.0,55473.0,54584.0,54625.0,5266194.5986
2021-10-13 08:00:00,54640.0,55299.0,54464.0,54634.0,8161241.3388
2021-10-13 09:00:00,54631.0,54959.0,54265.0,54889.0,2279996.6352
2021-10-13 10:00:00,54889.0,55155.0,54396.0,54658.0,2798077.5479
2021-10-13 11:00:00,54658.0,55232.0,54491.0,55222.0,4668741.0236
2021-10-13 12:00:00,55222.0,55359.0,54837.0,55047.0,3405043.7307
2021-10-13 13:00:00,55047.0,55243.0,54811.0,54904.0,4283664.4349
2021-10-13 14:00:00,54904.0,55895.0,54518.0,55789.0,12352546.5141
2021-10-13 15:00:00,55789.0,56439.0,55789.0,56159.0,6492426.876
2021-10-13 16:00:00,56159.0,57181.0,56072.0,56966.0,11827966.6571
2021-10-13 17:00:00,56966.0,57234.0,56771.0,56905.0,10845599.5097
2021-10-13 18:00:00,56905.0,57199.0,56856.0,56979.0,8000132.4787
2021-10-13 19:00:00,56979.0,57293.0,56961.0,57278.0,4728292.6974
2021-10-13 20:00:00,57278.0,57499.0,56650.0,56995.0,12009186.2449
2021-10-13 21:00:00,56995.0,57717.0,56920.0,57531.0,3828673.7212
2021-10-13 22:00:00,57531.0,57773.0,57354.0,57390.0,2566594.9065
2021-10-13 23:00:00,57390.0,57463.0,57201.0,57388.0,1731175.9032
2021-10-14 00:00:00,57388.0,57735.0,57161.0,57735.0,5778711.8123
2021-10-14 01:00:00,57735.0,58460.0,57638.0,58300.0,19059813.6457
2021-10-14 02:00:00,58300.0,58536.0,58099.0,58230.0,7313279.3094
2021-10-14 03:00:00,58230.0,58281.0,58046.0,58077.0,597754.7377
2021-10-14 04:00:00,58077.0,58183.0,57701.0,57991.0,1906659.3101
2021-10-14 05:00:00,57991.0,58106.0,57802.0,57974.0,647419.6601
2021-10-14 06:00:00,57974.0,58082.0,57502.0,57678.0,1826858.0587
2021-10-14 07:00:00,57678.0,57798.0,57354.0,57387.0,1288478.341
2021-10-14 08:00:00,57387.0,57687.0,57363.0,57474.0,1460127.7695
2021-10-14 09:00:00,57474.0,57709.0,57233.0,57432.0,1297180.3566
2021-10-14 10:00:00,57432.0,57807.0,57263.0,57675.0,996709.2187
2021-10-14 11:00:00,57675.0,58187.0,57573.0,57635.0,1927591.6162
2021-10-14 12:00:00,57635.0,57903.0,57420.0,57575.0,2648814.957
2021-10-14 13:00:00,57575.0,57770.0,57305.0,57419.0,2155574.5986
2021-10-14 14:00:00,57419.0,57636.0,57258.0,57396.0,1310543.458
2021-10-14 15:00:00,57396.0,57839.0,56970.0,57332.0,3197626.2261
2021-10-14 16:00:00,57332.0,57461.0,56999.0,57135.0,1797108.495
2021-10-14 17:00:00,57135.0,57280.0,57077.0,57196.0,669289.4073
2021-10-14 18:00:00,57196.0,58099.0,56856.0,58075.0,6099420.0779
2021-10-14 19:00:00,58075.0,58075.0,56848.0,57864.0,6293403.1462
2021-10-14 20:00:00,57864.0,57880.0,57423.0,57438.0,858447.562
2021-10-14 21:00:00,57438.0,57769.0,57432.0,57765.0,291792.783
2021-10-14 22:00:00,57765.0,57777.0,57482.0,57607.0,1132553.0728
2021-10-14 23:00:00,57607.0,57665.0,57229.0,57365.0,1015447.265
2021-10-15 00:00:00,57365.0,57447.0,57000.0,57055.0,4836130.7109
2021-10-15 01:00:00,57055.0,57311.0,56866.0,57264.0,2263075.2971
2021-10-15 02:00:00,57264.0,59406.0,57108.0,59122.0,16971380.4228
2021-10-15 03:00:00,59122.0,59470.0,58869.0,59440.0,6293195.9513
2021-10-15 04:00:00,59440.0,59740.0,59158.0,59618.0,3487016.9597
2021-10-15 05:00:00,59618.0,60018.0,59390.0,59548.0,5656347.4395
2021-10-15 06:00:00,59549.0,59726.0,59384.0,59665.0,3732690.677
2021-10-15 07:00:00,59665.0,59700.0,59221.0,59239.0,1369927.0993
2021-10-15 08:00:00,59239.0,59438.0,58811.0,58954.0,4076461.6151
2021-10-15 09:00:00,58954.0,59372.0,58736.0,59370.0,1768196.9897
2021-10-15 10:00:00,59370.0,59394.0,58894.0,59299.0,2282947.8325
2021-10-15 11:00:00,59299.0,59561.0,59213.0,59542.0,1209286.5992
2021-10-15 12:00:00,59542.0,59580.0,59212.0,59268.0,1558447.1011
2021-10-15 13:00:00,59268.0,60343.0,59227.0,59984.0,6841516.9973
2021-10-15 14:00:00,59984.0,60260.0,59653.0,60068.0,7660515.0595
2021-10-15 15:00:00,60068.0,60099.0,59642.0,60028.0,9270901.7613
2021-10-15 16:00:00,60028.0,61530.0,59979.0,61449.0,11863723.3614
2021-10-15 17:00:00,61449.0,61849.0,61072.0,61745.0,8923283.0993
2021-10-15 18:00:00,61745.0,61837.0,61515.0,61645.0,5826890.5795
2021-10-15 19:00:00,61645.0,61661.0,61206.0,61422.0,4040765.8389
2021-10-15 20:00:00,61422.0,62961.0,60803.0,62511.0,37966424.7875
2021-10-15 21:00:00,62511.0,62531.0,60637.0,61222.0,6471791.7608
2021-10-15 22:00:00,61222.0,61534.0,61148.0,61287.0,4348551.3447
2021-10-15 23:00:00,61287.0,61809.0,60854.0,61692.0,4473776.4147
2021-10-16 00:00:00,61692.0,61787.0,61184.0,61442.0,10511004.8713
2021-10-16 01:00:00,61442.0,61551.0,61201.0,61380.0,3402603.2728
2021-10-16 02:00:00,61380.0,61726.0,61108.0,61609.0,2371229.1365
2021-10-16 03:00:00,61609.0,61732.0,61354.0,61641.0,1878706.2642
2021-10-16 04:00:00,61641.0,62149.0,61535.0,61735.0,2294100.3327
2021-10-16 05:00:00,61735.0,62349.0,61710.0,62129.0,2090384.1091
2021-10-16 06:00:00,62136.0,62323.0,61852.0,61860.0,1772298.1465
2021-10-16 07:00:00,61860.0,61976.0,61578.0,61738.0,285390.9512
2021-10-16 08:00:00,61738.0,62052.0,61474.0,61540.0,1372278.6285
2021-10-16 09:00:00,61540.0,61655.0,61394.0,61434.0,291011.4434
2021-10-16 10:00:00,61434.0,61694.0,61327.0,61554.0,510931.6542
2021-10-16 11:00:00,61554.0,61780.0,61447.0,61607.0,2852583.208
2021-10-16 12:00:00,61607.0,61618.0,60490.0,60708.0,4988180.8025
2021-10-16 13:00:00,60708.0,61162.0,60563.0,61032.0,3365645.3545
2021-10-16 14:00:00,61032.0,61261.0,60755.0,60901.0,1958715.3673
2021-10-16 15:00:00,60901.0,61156.0,60651.0,60955.0,2253414.3169
2021-10-16 16:00:00,60955.0,61019.0,60530.0,60653.0,2167446.8585
2021-10-16 17:00:00,60653.0,60710.0,60156.0,60602.0,2875434.5156
2021-10-16 18:00:00,60602.0,61245.0,60520.0,61066.0,962247.9189
2021-10-16 19:00:00,61066.0,61094.0,60824.0,60842.0,301908.1568
2021-10-16 20:00:00,60840.0,61058.0,60546.0,61030.0,1599378.1409
2021-10-16 21:00:00,61030.0,61287.0,60681.0,60681.0,3599838.513
2021-10-16 22:00:00,60681.0,60935.0,60502.0,60797.0,2145886.5461
2021-10-16 23:00:00,60797.0,61079.0,60698.0,60869.0,379707.3598
2021-10-17 00:00:00,60869.0,61168.0,60481.0,60919.0,2277267.5328
2021-10-17 01:00:00,60919.0,61389.0,60870.0,61079.0,2309108.9914
2021-10-17 02:00:00,61079.0,61211.0,60847.0,61098.0,1411556.4044
2021-10-17 03:00:00,61097.0,61364.0,61038.0,61119.0,2427737.8
2021-10-17 04:00:00,61119.0,61239.0,60901.0,60930.0,1875460.9922
2021-10-17 05:00:00,60930.0,60957.0,60622.0,60650.0,3140695.4645
2021-10-17 06:00:00,60650.0,60822.0,60544.0,60658.0,423536.8459
2021-10-17 07:00:00,60658.0,60826.0,60310.0,60332.0,1209472.971
2021-10-17 08:00:00,60332.0,60886.0,60310.0,60666.0,1232279.8198
2021-10-17 09:00:00,60666.0,61275.0,60623.0,61251.0,11889386.9361
2021-10-17 10:00:00,61251.0,61436.0,60944.0,61135.0,6577922.2377
2021-10-17 11:00:00,61135.0,61333.0,60949.0,60949.0,1501831.6863
2021-10-17 12:00:00,60949.0,61009.0,60702.0,60863.0,2213905.1595
2021-10-17 13:00:00,60863.0,61260.0,60661.0,61010.0,4985123.0132
2021-10-17 14:00:00,61011.0,61082.0,60751.0,61032.0,1158436.1291
2021-10-17 15:00:00,61024.0,61104.0,60490.0,60773.0,2681305.143
2021-10-17 16:00:00,60773.0,61000.0,60667.0,60970.0,3763816.7671
2021-10-17 17:00:00,60970.0,61074.0,60793.0,61022.0,327219.3087
2021-10-17 18:00:00,61022.0,61040.0,60860.0,60969.0,254269.7908
2021-10-17 19:00:00,60969.0,60990.0,60375.0,60512.0,2513811.5049
2021-10-17 20:00:00,60512.0,60520.0,58966.0,59405.0,17794940.0584
2021-10-17 21:00:00,59405.0,60679.0,59256.0,60635.0,5179692.1074
2021-10-17 22:00:00,60635.0,61341.0,60635.0,61284.0,10229539.7772
2021-10-17 23:00:00,61284.0,61769.0,61178.0,61531.0,4838775.5764
2021-10-18 00:00:00,61531.0,62461.0,61419.0,62459.0,5240722.068
2021-10-18 01:00:00,62459.0,62570.0,62015.0,62088.0,4972771.3649
2021-10-18 02:00:00,62088.0,62318.0,61963.0,62103.0,2496260.1222
2021-10-18 03:00:00,62103.0,62278.0,61804.0,62119.0,3075826.9432
2021-10-18 04:00:00,62119.0,62395.0,61991.0,62355.0,3550376.345
2021-10-18 05:00:00,62355.0,62519.0,62238.0,62353.0,1121303.9575
2021-10-18 06:00:00,62353.0,62449.0,62121.0,62250.0,2680964.4527
2021-10-18 07:00:00,62250.0,62695.0,61763.0,61874.0,3531776.5382
2021-10-18 08:00:00,61874.0,62458.0,61515.0,61781.0,6068882.2044
2021-10-18 09:00:00,61781.0,62138.0,60631.0,61218.0,7524119.2865
2021-10-18 10:00:00,61218.0,61502.0,60656.0,61304.0,4422615.6558
2021-10-18 11:00:00,61303.0,61541.0,60702.0,60908.0,3000711.5009
2021-10-18 12:00:00,60908.0,61149.0,60208.0,60610.0,5842016.9508
2021-10-18 13:00:00,60609.0,61949.0,59905.0,61858.0,7746705.0568
2021-10-18 14:00:00,61858.0,62201.0,61618.0,62105.0,6545663.7913
2021-10-18 15:00:00,62105.0,62179.0,61703.0,61997.0,3614238.7522
2021-10-18 16:00:00,61997.0,62394.0,61483.0,61815.0,4878002.5081
2021-10-18 17:00:00,61815.0,62130.0,61694.0,61736.0,4118377.9204
2021-10-18 18:00:00,61736.0,62040.0,61694.0,61851.0,252438.9456
2021-10-18 19:00:00,61851.0,61851.0,61037.0,61432.0,4504291.7021
2021-10-18 20:00:00,61432.0,61589.0,61089.0,61375.0,4287219.6669
2021-10-18 21:00:00,61375.0,61897.0,61121.0,61798.0,2493542.6758
2021-10-18 22:00:00,61786.0,62094.0,61600.0,62077.0,2266165.7068
2021-10-18 23:00:00,62077.0,62100.0,61832.0,62027.0,2111780.8116
2021-10-19 00:00:00,62027.0,62338.0,61812.0,61861.0,3085150.052
2021-10-19 01:00:00,61861.0,61999.0,61647.0,61827.0,1548506.305
2021-10-19 02:00:00,61827.0,61926.0,61686.0,61754.0,1615864.0543
2021-10-19 03:00:00,61754.0,63040.0,61731.0,62601.0,6805409.7513
2021-10-19 04:00:00,62601.0,62810.0,62279.0,62435.0,1930283.3591
