,timestamp,open_ETH_ftx_1H,high_ETH_ftx_1H,low_ETH_ftx_1H,close_ETH_ftx_1H,volume_ETH_ftx_1H,price
127,2020-12-01 14:00:00,589.84,613.97,576.72,610.57,0.0,610.57
128,2020-12-01 15:00:00,610.57,619.1,599.07,605.27,20938.47001,605.27
129,2020-12-01 16:00:00,605.27,610.21,588.75,595.02,5982.6,595.02
130,2020-12-01 17:00:00,594.64,597.0,583.55,595.58,5900.0,595.58
131,2020-12-01 18:00:00,596.39,596.39,588.06,590.0,0.0,590.0
132,2020-12-01 19:00:00,590.0,601.14,588.99,599.14,0.0,599.14
133,2020-12-01 20:00:00,598.96,601.53,590.0,593.67,0.0,593.67
134,2020-12-01 21:00:00,593.7,599.36,590.0,594.83,0.0,594.83
135,2020-12-01 22:00:00,594.61,601.02,589.2,590.0,0.0,590.0
136,2020-12-01 23:00:00,590.0,591.43,584.11,586.78,0.0,586.78
137,2020-12-02 00:00:00,586.78,594.08,576.26,592.81,45.82316,592.81
138,2020-12-02 01:00:00,592.81,597.27,587.28,594.97,188.97888,594.97
139,2020-12-02 02:00:00,594.97,595.57,587.41,588.84,0.0,588.84
140,2020-12-02 03:00:00,588.84,592.81,583.47,586.59,0.0,586.59
141,2020-12-02 04:00:00,586.59,590.02,577.37,583.43,0.0,583.43
142,2020-12-02 05:00:00,583.43,586.19,578.25,585.5,100.03842,585.5
143,2020-12-02 06:00:00,585.5,592.94,585.02,591.88,1926.45439,591.88
144,2020-12-02 07:00:00,591.88,598.76,589.32,597.52,0.0,597.52
145,2020-12-02 08:00:00,597.52,601.22,593.88,596.63,102.47004,596.63
146,2020-12-02 09:00:00,596.63,604.79,594.98,595.94,0.0,595.94
147,2020-12-02 10:00:00,595.74,599.24,593.39,598.79,0.0,598.79
148,2020-12-02 11:00:00,598.79,601.97,595.81,599.24,0.0,599.24
149,2020-12-02 12:00:00,599.13,599.24,588.83,593.92,0.0,593.92
150,2020-12-02 13:00:00,593.92,599.24,592.12,593.91,1195.34,593.91
151,2020-12-02 14:00:00,593.91,597.67,589.57,591.03,0.59587,591.03
152,2020-12-02 15:00:00,591.03,594.07,585.45,590.18,0.0,590.18
153,2020-12-02 16:00:00,590.21,591.83,584.74,584.74,498.8862,584.74
154,2020-12-02 17:00:00,584.68,589.46,583.9,588.86,101.00528,588.86
155,2020-12-02 18:00:00,588.73,597.2,587.64,595.04,499.8336,595.04
156,2020-12-02 19:00:00,595.04,598.29,593.06,596.04,500.03854,596.04
157,2020-12-02 20:00:00,596.71,599.35,595.85,597.64,2007.18146,597.64
158,2020-12-02 21:00:00,597.64,599.12,596.39,598.2,499.689,598.2
159,2020-12-02 22:00:00,598.2,601.51,596.24,597.0,0.0,597.0
160,2020-12-02 23:00:00,597.0,601.0,595.96,597.0,0.0,597.0
161,2020-12-03 00:00:00,597.0,600.39,594.69,596.4,0.0,596.4
162,2020-12-03 01:00:00,596.68,597.0,589.32,591.96,63.26482,591.96
163,2020-12-03 02:00:00,591.96,594.71,590.86,593.23,0.0,593.23
164,2020-12-03 03:00:00,593.09,598.31,591.49,595.72,0.0,595.72
165,2020-12-03 04:00:00,595.6,597.9,592.54,593.1,0.0,593.1
166,2020-12-03 05:00:00,593.1,595.47,587.92,589.16,999.4072,589.16
167,2020-12-03 06:00:00,589.16,592.37,586.58,591.75,0.0,591.75
168,2020-12-03 07:00:00,591.75,599.75,587.78,598.66,0.0,598.66
169,2020-12-03 08:00:00,598.66,609.81,594.94,605.51,7568.4193,605.51
170,2020-12-03 09:00:00,605.51,607.28,601.42,606.67,12.0818,606.67
171,2020-12-03 10:00:00,606.67,615.38,604.26,612.47,49.9872,612.47
172,2020-12-03 11:00:00,612.47,616.14,609.6,613.92,0.0,613.92
173,2020-12-03 12:00:00,613.92,615.16,605.69,609.27,24969.5916,609.27
174,2020-12-03 13:00:00,609.38,613.66,607.38,609.47,2859.96053,609.47
175,2020-12-03 14:00:00,609.47,614.0,609.27,611.2,0.0,611.2
176,2020-12-03 15:00:00,611.2,619.64,609.33,618.19,629.44596,618.19
177,2020-12-03 16:00:00,619.48,623.49,608.73,614.77,10312.85085,614.77
178,2020-12-03 17:00:00,614.77,615.95,609.74,612.85,0.0,612.85
179,2020-12-03 18:00:00,612.85,616.68,612.85,615.2,0.0,615.2
180,2020-12-03 19:00:00,615.2,615.2,611.43,614.49,0.0,614.49
181,2020-12-03 20:00:00,614.23,615.63,610.8,611.83,0.0,611.83
182,2020-12-03 21:00:00,611.83,616.77,611.32,615.62,20.31909,615.62
183,2020-12-03 22:00:00,615.62,617.24,614.53,616.97,0.0,616.97
184,2020-12-03 23:00:00,616.97,619.44,615.73,616.48,0.0,616.48
185,2020-12-04 00:00:00,616.47,620.72,613.8,617.92,0.0,617.92
186,2020-12-04 01:00:00,617.89,618.89,611.45,611.87,0.0,611.87
187,2020-12-04 02:00:00,611.87,614.03,604.1,604.63,1041.57125,604.63
188,2020-12-04 03:00:00,604.63,608.75,601.94,603.49,0.0,603.49
189,2020-12-04 04:00:00,603.03,608.11,600.05,606.56,46.878,606.56
190,2020-12-04 05:00:00,606.56,608.22,603.21,603.84,0.0,603.84
191,2020-12-04 06:00:00,603.84,608.59,602.88,607.12,0.0,607.12
192,2020-12-04 07:00:00,607.12,607.51,603.38,605.04,0.0,605.04
193,2020-12-04 08:00:00,605.04,613.92,603.74,611.42,0.0,611.42
194,2020-12-04 09:00:00,611.42,612.2,606.98,609.14,0.0,609.14
195,2020-12-04 10:00:00,609.14,609.5,589.53,594.09,2667.95931,594.09
196,2020-12-04 11:00:00,594.09,597.87,585.0,585.0,12397.32,585.0
197,2020-12-04 12:00:00,585.0,592.74,584.51,592.31,3630.36872,592.31
