timestamp,Unnamed: 0_deribit_1H_BTC,volume_deribit_1H_BTC,ticks_deribit_1H_BTC,status_deribit_1H_BTC,open_deribit_1H_BTC,low_deribit_1H_BTC,high_deribit_1H_BTC,cost_deribit_1H_BTC,close
2020-11-28 02:00:00,179,2.3584044,1606532340.0,ok,17011.5,17011.5,17012.0,40120.0,17012.0
2020-11-28 03:00:00,239,0.0799542,1606535940.0,ok,17008.0,17008.0,17016.0,1360.0,17016.0
2020-11-28 04:00:00,299,0.00353184,1606539540.0,ok,16986.0,16986.0,16989.0,60.0,16988.5
2020-11-28 05:00:00,359,8.219597,1606543140.0,ok,16969.0,16969.0,16996.0,139530.0,16996.0
2020-11-28 06:00:00,419,0.90711604,1606546740.0,ok,17030.0,17030.0,17036.0,15450.0,17036.0
2020-11-28 07:00:00,479,0.23912045,1606550340.0,ok,17014.5,17013.0,17030.0,4070.0,17030.0
2020-11-28 08:00:00,539,8.01074909,1606553940.0,ok,16890.5,16890.5,16904.5,135320.0,16901.0
2020-11-28 09:00:00,599,0.18972017,1606557540.0,ok,16924.5,16919.0,16924.5,3210.0,16919.5
2020-11-28 10:00:00,659,1.45268602,1606561140.0,ok,17209.5,17209.5,17209.5,25000.0,17209.5
2020-11-28 11:00:00,719,0.0,1606564740.0,ok,17161.0,17161.0,17161.0,0.0,17161.0
2020-11-28 12:00:00,779,0.63412967,1606568340.0,ok,17141.5,17141.5,17142.0,10870.0,17142.0
2020-11-28 13:00:00,839,3.689422,1606571940.0,ok,17370.0,17370.0,17374.5,64100.0,17374.5
2020-11-28 14:00:00,899,0.0,1606575540.0,ok,17360.0,17360.0,17360.0,0.0,17360.0
2020-11-28 15:00:00,959,1.63808635,1606579140.0,ok,17515.5,17515.5,17520.5,28700.0,17520.5
2020-11-28 16:00:00,1019,1.84719163,1606582740.0,ok,17713.5,17713.5,17732.0,32730.0,17732.0
2020-11-28 17:00:00,1079,0.19750206,1606586340.0,ok,17772.5,17767.0,17774.0,3510.0,17767.0
2020-11-28 18:00:00,1139,1.4242703,1606589940.0,ok,17743.5,17743.5,17749.5,25280.0,17749.5
2020-11-28 19:00:00,1199,23.62531325,1606593540.0,ok,17834.0,17825.0,17844.5,421460.0,17834.5
2020-11-28 20:00:00,1259,0.01353722,1606597140.0,ok,17741.0,17724.0,17741.0,240.0,17724.0
2020-11-28 21:00:00,1319,0.52211095,1606600740.0,ok,17774.0,17774.0,17774.0,9280.0,17774.0
2020-11-28 22:00:00,1379,0.2566017,1606604340.0,ok,17815.0,17780.5,17819.5,4570.0,17789.5
2020-11-28 23:00:00,1439,1.04828901,1606607940.0,ok,17744.0,17743.0,17752.5,18600.0,17752.5
2020-11-29 00:00:00,59,0.09223264,1606611540.0,ok,17657.5,17657.5,17680.0,1630.0,17680.0
2020-11-29 01:00:00,119,0.00283897,1606615140.0,ok,17612.0,17612.0,17612.0,50.0,17612.0
2020-11-29 02:00:00,179,0.00281468,1606618740.0,ok,17764.0,17764.0,17764.0,50.0,17764.0
2020-11-29 03:00:00,239,9.40947384,1606622340.0,ok,17837.0,17837.0,17912.5,168300.0,17912.5
2020-11-29 04:00:00,299,0.00168644,1606625940.0,ok,17789.0,17789.0,17789.0,30.0,17789.0
2020-11-29 05:00:00,359,1.00172407,1606629540.0,ok,17827.5,17826.0,17829.5,17860.0,17826.0
2020-11-29 06:00:00,419,1.4306227,1606633140.0,ok,17761.5,17761.0,17761.5,25410.0,17761.5
2020-11-29 07:00:00,479,0.0,1606636740.0,ok,17859.0,17859.0,17859.0,0.0,17859.0
2020-11-29 08:00:00,539,0.71530762,1606640340.0,ok,18153.0,18153.0,18171.5,12990.0,18171.0
2020-11-29 09:00:00,599,0.0264805,1606643940.0,ok,18121.5,18121.5,18128.5,480.0,18128.5
2020-11-29 10:00:00,659,1.50846011,1606647540.0,ok,18218.5,18216.5,18221.5,27480.0,18216.5
2020-11-29 11:00:00,719,1.5433326,1606651140.0,ok,18103.5,18103.5,18111.5,27940.0,18111.5
2020-11-29 12:00:00,779,1.26829096,1606654740.0,ok,18068.5,18057.5,18068.5,22910.0,18057.5
2020-11-29 13:00:00,839,0.88460735,1606658340.0,ok,18088.0,18088.0,18109.0,16010.0,18109.0
2020-11-29 14:00:00,899,0.02988015,1606661940.0,ok,18072.0,18069.5,18072.5,540.0,18069.5
2020-11-29 15:00:00,959,0.37781362,1606665540.0,ok,18130.5,18127.5,18133.0,6850.0,18133.0
2020-11-29 16:00:00,1019,0.22850975,1606669140.0,ok,18110.0,18110.0,18121.0,4140.0,18121.0
2020-11-29 17:00:00,1079,3.02311676,1606672740.0,ok,18130.0,18122.0,18130.0,54800.0,18122.0
2020-11-29 18:00:00,1139,67.17542941,1606676340.0,ok,18135.5,18135.5,18135.5,1218260.0,18135.5
2020-11-29 19:00:00,1199,221.12242568,1606679940.0,ok,18062.5,18062.5,18211.5,4019190.0,18080.5
2020-11-29 20:00:00,1259,0.00329272,1606683540.0,ok,18218.0,18218.0,18224.0,60.0,18224.0
2020-11-29 21:00:00,1319,55.23321348,1606687140.0,ok,18281.5,18281.5,18287.5,1009750.0,18281.5
2020-11-29 22:00:00,1379,0.10561788,1606690740.0,ok,18179.0,18177.0,18179.0,1920.0,18177.0
2020-11-29 23:00:00,1439,0.68322246,1606694340.0,ok,18207.0,18207.0,18208.0,12440.0,18208.0
2020-11-30 00:00:00,59,2.35335047,1606697940.0,ok,18467.5,18467.0,18467.5,43460.0,18467.0
2020-11-30 01:00:00,119,1.51754601,1606701540.0,ok,18528.5,18510.0,18528.5,28100.0,18510.0
2020-11-30 02:00:00,179,0.18386013,1606705140.0,ok,18541.0,18541.0,18547.0,3410.0,18547.0
2020-11-30 03:00:00,239,0.41448734,1606708740.0,ok,18589.0,18589.0,18610.5,7710.0,18610.5
2020-11-30 04:00:00,299,2.08774845,1606712340.0,ok,18545.0,18545.0,18560.0,38720.0,18549.0
2020-11-30 05:00:00,359,0.41431277,1606715940.0,ok,18536.0,18536.0,18540.5,7680.0,18540.5
2020-11-30 06:00:00,419,0.0,1606719540.0,ok,18556.0,18556.0,18556.0,0.0,18556.0
2020-11-30 07:00:00,479,0.0,1606723140.0,ok,18653.5,18653.5,18653.5,0.0,18653.5
2020-11-30 08:00:00,539,41.61193243,1606726740.0,ok,18488.0,18484.0,18488.0,769220.0,18488.0
2020-11-30 09:00:00,599,0.0,1606730340.0,ok,18500.0,18500.0,18500.0,0.0,18500.0
2020-11-30 10:00:00,659,1.23998344,1606733940.0,ok,18543.5,18536.0,18543.5,22990.0,18536.0
2020-11-30 11:00:00,719,1.34123769,1606737540.0,ok,18639.5,18639.5,18639.5,25000.0,18639.5
2020-11-30 12:00:00,779,3075.48775466,1606741140.0,ok,18854.5,18697.5,19025.0,58059760.0,18865.5
2020-11-30 13:00:00,839,48.14698418,1606744740.0,ok,19177.0,19177.0,19204.5,924300.0,19200.0
2020-11-30 14:00:00,899,80.4689212,1606748340.0,ok,19590.0,19537.0,19656.5,1576090.0,19560.5
2020-11-30 15:00:00,959,13.17148304,1606751940.0,ok,19339.0,19287.5,19368.5,254530.0,19339.0
2020-11-30 16:00:00,1019,12.61665403,1606755540.0,ok,19195.5,19180.0,19216.5,242170.0,19216.5
2020-11-30 17:00:00,1079,4.5105013,1606759140.0,ok,19427.0,19391.5,19427.0,87580.0,19419.0
2020-11-30 18:00:00,1139,3389.36291313,1606762740.0,ok,19237.0,19024.0,19401.5,65115070.0,19233.0
2020-11-30 19:00:00,1199,2.80856584,1606766340.0,ok,19242.5,19242.5,19276.5,54090.0,19276.5
2020-11-30 20:00:00,1259,0.05137356,1606769940.0,ok,19459.5,19459.5,19466.5,1000.0,19465.5
2020-11-30 21:00:00,1319,1.40945308,1606773540.0,ok,19390.5,19390.5,19390.5,27330.0,19390.5
2020-11-30 22:00:00,1379,0.0,1606777140.0,ok,19521.0,19521.0,19521.0,0.0,19521.0
2020-11-30 23:00:00,1439,2.29356517,1606780740.0,ok,19706.0,19706.0,19745.5,45270.0,19734.5
2020-12-01 00:00:00,59,3.25751635,1606784340.0,ok,19622.5,19615.5,19636.0,63920.0,19615.5
2020-12-01 01:00:00,119,12.76123101,1606787940.0,ok,19645.5,19637.0,19655.5,250770.0,19637.0
2020-12-01 02:00:00,179,3.38054625,1606791540.0,ok,19709.0,19707.0,19719.5,66650.0,19719.5
2020-12-01 03:00:00,239,205.95573697,1606795140.0,ok,19518.5,19384.5,19519.0,4003850.0,19456.5
2020-12-01 04:00:00,299,0.83366413,1606798740.0,ok,19437.5,19387.5,19437.5,16180.0,19387.5
2020-12-01 05:00:00,359,1667.15676679,1606802340.0,ok,19522.5,19326.0,19709.0,32538600.0,19522.5
2020-12-01 06:00:00,419,1.30829818,1606805940.0,ok,19371.0,19357.5,19371.5,25340.0,19371.5
2020-12-01 07:00:00,479,0.01022249,1606809540.0,ok,19565.0,19562.0,19565.0,200.0,19562.0
2020-12-01 08:00:00,539,10.82993094,1606813140.0,ok,19484.0,19477.0,19490.0,211030.0,19487.5
2020-12-01 09:00:00,599,8.20459144,1606816740.0,ok,19600.0,19591.0,19610.5,160810.0,19610.5
2020-12-01 10:00:00,659,3.02924961,1606820340.0,ok,19800.0,19790.5,19802.0,59960.0,19791.0
2020-12-01 11:00:00,719,12.78505987,1606823940.0,ok,19484.0,19419.0,19484.0,248680.0,19460.0
2020-12-01 12:00:00,779,23.22010591,1606827540.0,ok,18639.0,18577.0,18664.5,432790.0,18577.0
2020-12-01 13:00:00,839,1.10539296,1606831140.0,ok,18787.5,18787.0,18799.5,20780.0,18799.5
2020-12-01 14:00:00,899,15.97596208,1606834740.0,ok,19280.5,19275.5,19325.0,308010.0,19325.0
2020-12-01 15:00:00,959,4.58025467,1606838340.0,ok,19331.0,19293.5,19331.0,88460.0,19301.5
2020-12-01 16:00:00,1019,0.23333113,1606841940.0,ok,19087.0,19062.0,19087.0,4450.0,19075.0
2020-12-01 17:00:00,1079,0.02673458,1606845540.0,ok,19060.0,19060.0,19080.5,510.0,19080.5
2020-12-01 18:00:00,1139,3.78172931,1606849140.0,ok,18779.5,18727.5,18779.5,70850.0,18748.0
2020-12-01 19:00:00,1199,0.66350208,1606852740.0,ok,19085.0,19083.5,19107.0,12670.0,19099.0
2020-12-01 20:00:00,1259,18.91768192,1606856340.0,ok,19018.0,19018.0,19312.0,362100.0,19045.5
2020-12-01 21:00:00,1319,1.39856528,1606859940.0,ok,19085.5,19068.5,19085.5,26670.0,19068.5
2020-12-01 22:00:00,1379,4.89379763,1606863540.0,ok,18939.0,18932.0,18962.0,92780.0,18932.0
2020-12-01 23:00:00,1439,0.05323826,1606867140.0,ok,18791.0,18780.0,18791.0,1000.0,18781.0
2020-12-02 00:00:00,59,0.91568736,1606870740.0,ok,18815.5,18815.5,18832.5,17240.0,18832.5
2020-12-02 01:00:00,119,0.04188228,1606874340.0,ok,18858.0,18858.0,18866.0,790.0,18859.5
2020-12-02 02:00:00,179,0.08818323,1606877940.0,ok,18709.5,18704.5,18715.0,1650.0,18704.5
2020-12-02 03:00:00,239,1.39862441,1606881540.0,ok,18585.5,18585.5,18616.0,26010.0,18616.0
2020-12-02 04:00:00,299,2.87092642,1606885140.0,ok,18520.5,18520.5,18557.5,53220.0,18556.5
2020-12-02 05:00:00,359,88.24635996,1606888740.0,ok,18635.0,18595.0,18727.5,1647610.0,18667.5
2020-12-02 06:00:00,419,2.00597207,1606892340.0,ok,18932.0,18931.0,18950.0,38000.0,18944.5
2020-12-02 07:00:00,479,11.00214231,1606895940.0,ok,19082.0,19082.0,19145.5,210330.0,19145.5
2020-12-02 08:00:00,539,0.51247155,1606899540.0,ok,19181.0,19173.5,19217.5,9830.0,19217.5
2020-12-02 09:00:00,599,0.36966747,1606903140.0,ok,19097.5,19054.0,19097.5,7050.0,19054.0
2020-12-02 10:00:00,659,0.01463285,1606906740.0,ok,19136.5,19126.5,19138.0,280.0,19126.5
2020-12-02 11:00:00,719,0.48148461,1606910340.0,ok,19167.0,19162.0,19172.0,9230.0,19162.0
2020-12-02 12:00:00,779,1.31945152,1606913940.0,ok,18973.0,18970.0,18973.0,25030.0,18970.0
2020-12-02 13:00:00,839,1.03893955,1606917540.0,ok,19179.5,19155.5,19179.5,19920.0,19155.5
2020-12-02 14:00:00,899,4.8765214,1606921140.0,ok,18978.0,18937.0,18978.0,92470.0,18937.0
2020-12-02 15:00:00,959,0.21472088,1606924740.0,ok,18907.0,18901.0,18915.5,4060.0,18915.5
2020-12-02 16:00:00,1019,860.83172729,1606928340.0,ok,18897.5,18721.5,19024.5,16244460.0,18876.5
2020-12-02 17:00:00,1079,2.53614259,1606931940.0,ok,18990.0,18985.0,18993.5,48160.0,18993.5
2020-12-02 18:00:00,1139,16.35212289,1606935540.0,ok,19030.5,18987.5,19031.5,311090.0,19030.5
2020-12-02 19:00:00,1199,9.98883574,1606939140.0,ok,19135.5,19123.0,19135.5,191030.0,19128.0
2020-12-02 20:00:00,1259,5.03923725,1606942740.0,ok,19129.0,19105.5,19132.0,96330.0,19106.0
2020-12-02 21:00:00,1319,0.03703512,1606946340.0,ok,19171.0,19170.5,19171.5,710.0,19171.0
2020-12-02 22:00:00,1379,0.4115759,1606949940.0,ok,19149.5,19131.0,19159.0,7880.0,19141.0
2020-12-02 23:00:00,1439,3.12985257,1606953540.0,ok,19224.5,19224.5,19254.5,60230.0,19243.5
2020-12-03 00:00:00,59,0.04893946,1606957140.0,ok,19206.5,19206.5,19209.0,940.0,19209.0
2020-12-03 01:00:00,119,0.25996751,1606960740.0,ok,19050.0,19036.5,19050.0,4950.0,19037.0
2020-12-03 02:00:00,179,0.34256891,1606964340.0,ok,19055.5,19054.0,19070.5,6530.0,19070.5
2020-12-03 03:00:00,239,1.40263154,1606967940.0,ok,19131.5,19116.5,19131.5,26830.0,19116.5
2020-12-03 04:00:00,299,32.76195469,1606971540.0,ok,19065.0,19061.0,19065.5,624510.0,19061.5
2020-12-03 05:00:00,359,0.31842929,1606975140.0,ok,18948.0,18932.0,18948.0,6030.0,18940.0
2020-12-03 06:00:00,419,2.72841484,1606978740.0,ok,18959.5,18955.0,18973.0,51730.0,18973.0
2020-12-03 07:00:00,479,0.50662246,1606982340.0,ok,19226.0,19218.5,19231.5,9740.0,19223.0
2020-12-03 08:00:00,539,11.92306708,1606985940.0,ok,19422.5,19417.0,19425.0,231590.0,19417.0
2020-12-03 09:00:00,599,1.10766295,1606989540.0,ok,19367.5,19367.5,19390.5,21470.0,19390.5
2020-12-03 10:00:00,659,0.60312936,1606993140.0,ok,19400.5,19391.5,19402.5,11700.0,19391.5
2020-12-03 11:00:00,719,5.43753937,1606996740.0,ok,19401.5,19401.5,19440.5,105620.0,19440.5
2020-12-03 12:00:00,779,17.95267499,1607000340.0,ok,19356.5,19344.5,19398.5,347600.0,19359.0
2020-12-03 13:00:00,839,16.14950928,1607003940.0,ok,19313.5,19291.0,19326.0,311830.0,19319.0
2020-12-03 14:00:00,899,0.34454808,1607007540.0,ok,19393.5,19382.0,19393.5,6680.0,19382.5
2020-12-03 15:00:00,959,18.39301879,1607011140.0,ok,19564.0,19552.0,19564.0,359800.0,19564.0
2020-12-03 16:00:00,1019,0.94688391,1607014740.0,ok,19407.5,19396.0,19407.5,18370.0,19398.5
2020-12-03 17:00:00,1079,0.00517464,1607018340.0,ok,19325.0,19325.0,19325.0,100.0,19325.0
2020-12-03 18:00:00,1139,8.43777463,1607021940.0,ok,19377.5,19377.5,19407.5,163580.0,19407.5
2020-12-03 19:00:00,1199,2.11013269,1607025540.0,ok,19455.0,19444.5,19457.5,41050.0,19444.5
2020-12-03 20:00:00,1259,0.04383929,1607029140.0,ok,19389.0,19389.0,19389.0,850.0,19389.0
2020-12-03 21:00:00,1319,0.0,1607032740.0,ok,19478.5,19478.5,19478.5,0.0,19478.5
2020-12-03 22:00:00,1379,0.00102585,1607036340.0,ok,19496.0,19496.0,19496.0,20.0,19496.0
2020-12-03 23:00:00,1439,0.24609294,1607039940.0,ok,19463.0,19461.0,19466.5,4790.0,19461.0
2020-12-04 00:00:00,59,0.22722384,1607043540.0,ok,19494.5,19494.5,19499.0,4430.0,19495.0
2020-12-04 01:00:00,119,0.08990622,1607047140.0,ok,19354.0,19352.0,19354.5,1740.0,19352.0
2020-12-04 02:00:00,179,0.63506212,1607050740.0,ok,19294.0,19287.5,19294.0,12250.0,19287.5
2020-12-04 03:00:00,239,1.29101608,1607054340.0,ok,19197.5,19180.0,19197.5,24770.0,19190.5
2020-12-04 04:00:00,299,0.49581444,1607057940.0,ok,19322.5,19319.5,19322.5,9580.0,19319.5
2020-12-04 05:00:00,359,0.46563462,1607061540.0,ok,19225.0,19218.0,19225.5,8950.0,19222.5
2020-12-04 06:00:00,419,0.07601786,1607065140.0,ok,19337.0,19337.0,19338.5,1470.0,19338.5
2020-12-04 07:00:00,479,6.46506377,1607068740.0,ok,19322.0,19318.0,19342.5,125000.0,19333.5
2020-12-04 08:00:00,539,0.10037121,1607072340.0,ok,19432.5,19422.0,19432.5,1950.0,19426.0
2020-12-04 09:00:00,599,0.55318831,1607075940.0,ok,19395.0,19395.0,19405.0,10730.0,19397.5
2020-12-04 10:00:00,659,0.26567998,1607079540.0,ok,19017.5,19002.0,19021.0,5050.0,19006.5
2020-12-04 11:00:00,719,24.20525786,1607083140.0,ok,18890.5,18805.5,18891.0,456700.0,18835.0
2020-12-04 12:00:00,779,0.33354206,1607086740.0,ok,19035.0,19029.0,19046.5,6350.0,19040.0
2020-12-04 13:00:00,839,0.13872289,1607090340.0,ok,19028.0,19028.0,19035.5,2640.0,19030.5
2020-12-04 14:00:00,899,2.06349309,1607093940.0,ok,19079.0,19070.0,19083.0,39370.0,19070.5
2020-12-04 15:00:00,959,0.07533055,1607097540.0,ok,18986.5,18974.0,18987.0,1430.0,18974.0
2020-12-04 16:00:00,1019,2.03411273,1607101140.0,ok,19004.0,18999.0,19010.5,38660.0,19010.5
2020-12-04 17:00:00,1079,5.70876758,1607104740.0,ok,18988.5,18969.5,18993.5,108370.0,18988.0
2020-12-04 18:00:00,1139,0.08175921,1607108340.0,ok,19083.0,19075.5,19083.0,1560.0,19075.5
2020-12-04 19:00:00,1199,0.44749231,1607111940.0,ok,19057.0,19057.0,19069.0,8530.0,19066.0
2020-12-04 20:00:00,1259,1.4968094,1607115540.0,ok,18986.5,18986.0,18989.5,28420.0,18987.0
2020-12-04 21:00:00,1319,0.63070337,1607119140.0,ok,18843.0,18824.0,18845.5,11880.0,18835.5
2020-12-04 22:00:00,1379,1.91564832,1607122740.0,ok,18677.5,18659.5,18708.0,35770.0,18697.5
2020-12-04 23:00:00,1439,0.32944927,1607126340.0,ok,18671.5,18661.0,18671.5,6150.0,18671.0
2020-12-05 00:00:00,59,0.35587689,1607129940.0,ok,18794.0,18785.5,18805.5,6690.0,18785.5
2020-12-05 01:00:00,119,0.11947369,1607133540.0,ok,18668.0,18662.0,18668.0,2230.0,18664.5
2020-12-05 02:00:00,179,0.09777094,1607137140.0,ok,18820.5,18816.0,18820.5,1840.0,18816.0
2020-12-05 03:00:00,239,3.07313063,1607140740.0,ok,18842.5,18829.5,18842.5,57870.0,18834.0
2020-12-05 04:00:00,299,2.35577561,1607144340.0,ok,18901.0,18896.0,18913.0,44550.0,18896.0
2020-12-05 05:00:00,359,0.15538789,1607147940.0,ok,18983.0,18981.5,18986.0,2950.0,18981.5
2020-12-05 06:00:00,419,14.2776654,1607151540.0,ok,18986.0,18986.0,18990.5,271140.0,18990.5
2020-12-05 07:00:00,479,0.10666172,1607155140.0,ok,18938.0,18938.0,18941.0,2020.0,18941.0
2020-12-05 08:00:00,539,0.59446805,1607158740.0,ok,19178.5,19170.5,19178.5,11400.0,19172.0
2020-12-05 09:00:00,599,11.48501639,1607162340.0,ok,19130.0,19129.5,19139.0,219750.0,19137.5
2020-12-05 10:00:00,659,1.08756617,1607165940.0,ok,19142.0,19133.0,19142.0,20810.0,19135.0
2020-12-05 11:00:00,719,5.7011339,1607169540.0,ok,19028.5,19028.5,19048.0,108510.0,19046.5
2020-12-05 12:00:00,779,17.12902645,1607173140.0,ok,19078.5,19078.5,19084.0,326890.0,19084.0
2020-12-05 13:00:00,839,17.0646251,1607176740.0,ok,19011.0,19005.5,19011.0,324390.0,19005.5
2020-12-05 14:00:00,899,3.0476309,1607180340.0,ok,19093.5,19093.5,19096.0,58190.0,19095.0
2020-12-05 15:00:00,959,0.39050338,1607183940.0,ok,19120.0,19116.5,19132.0,7470.0,19131.5
2020-12-05 16:00:00,1019,6.6037104,1607187540.0,ok,19109.5,19109.0,19115.5,126200.0,19113.0
2020-12-05 17:00:00,1079,2.1495457,1607191140.0,ok,19120.5,19120.5,19139.5,41110.0,19139.5
2020-12-05 18:00:00,1139,2.24136352,1607194740.0,ok,19132.0,19130.0,19132.0,42880.0,19132.0
2020-12-05 19:00:00,1199,0.09197942,1607198340.0,ok,19124.5,19124.5,19137.5,1760.0,19137.5
2020-12-05 20:00:00,1259,0.00786719,1607201940.0,ok,19066.5,19066.5,19067.0,150.0,19066.5
2020-12-05 21:00:00,1319,14.01841421,1607205540.0,ok,19021.0,19021.0,19023.0,266660.0,19023.0
2020-12-05 22:00:00,1379,0.0,1607209140.0,ok,19023.5,19023.5,19023.5,0.0,19023.5
2020-12-05 23:00:00,1439,1.13884239,1607212740.0,ok,19164.0,19164.0,19173.5,21830.0,19168.5
2020-12-06 00:00:00,59,2.89392748,1607216340.0,ok,19284.0,19284.0,19312.5,55870.0,19310.0
2020-12-06 01:00:00,119,0.04615001,1607219940.0,ok,19285.0,19284.5,19285.0,890.0,19284.5
2020-12-06 02:00:00,179,1.16486016,1607223540.0,ok,19258.5,19255.0,19258.5,22430.0,19255.0
2020-12-06 03:00:00,239,0.18270869,1607227140.0,ok,19214.5,19206.0,19214.5,3510.0,19209.5
2020-12-06 04:00:00,299,0.00052064,1607230740.0,ok,19207.0,19207.0,19207.0,10.0,19207.0
2020-12-06 05:00:00,359,3.22803039,1607234340.0,ok,19192.5,19181.0,19196.0,61940.0,19181.0
2020-12-06 06:00:00,419,0.01405658,1607237940.0,ok,19208.0,19208.0,19208.5,270.0,19208.5
2020-12-06 07:00:00,479,0.00103891,1607241540.0,ok,19251.0,19251.0,19251.0,20.0,19251.0
2020-12-06 08:00:00,539,3.0885987,1607245140.0,ok,19063.5,19034.5,19063.5,58810.0,19051.0
2020-12-06 09:00:00,599,6.23756767,1607248740.0,ok,19068.5,19051.0,19068.5,118890.0,19067.0
2020-12-06 10:00:00,659,4.24931947,1607252340.0,ok,19054.5,19053.5,19070.0,81000.0,19070.0
