,timestamp,open_BTC_ftx_1H,high_BTC_ftx_1H,low_BTC_ftx_1H,close_BTC_ftx_1H,volume_BTC_ftx_1H,price
58,2020-11-28 17:00:00,17723.5,17768.5,17607.5,17759.0,44723.3152,17759.0
59,2020-11-28 18:00:00,17759.0,17779.0,17669.0,17740.5,6901.44,17740.5
60,2020-11-28 19:00:00,17740.5,17852.0,17690.0,17826.0,1425.24,17826.0
61,2020-11-28 20:00:00,17826.0,17891.0,17696.0,17700.5,4464.125,17700.5
62,2020-11-28 21:00:00,17696.0,17764.0,17686.5,17753.5,1766.2426,17753.5
63,2020-11-28 22:00:00,17753.5,17843.5,17649.0,17779.0,11755.87,17779.0
64,2020-11-28 23:00:00,17779.0,17814.0,17683.0,17733.0,1418.56,17733.0
65,2020-11-29 00:00:00,17733.0,17746.5,17552.5,17667.0,6644.4594,17667.0
66,2020-11-29 01:00:00,17667.0,17679.0,17542.0,17606.0,1412.16,17606.0
67,2020-11-29 02:00:00,17606.0,17757.0,17563.0,17751.5,9757.25,17751.5
68,2020-11-29 03:00:00,17751.5,17911.0,17741.0,17885.5,1424.12,17885.5
69,2020-11-29 04:00:00,17885.5,17885.5,17778.5,17781.5,2853.68,17781.5
70,2020-11-29 05:00:00,17781.5,17855.5,17762.5,17812.0,0.0,17812.0
71,2020-11-29 06:00:00,17812.0,17813.5,17727.0,17748.0,1420.84,17748.0
72,2020-11-29 07:00:00,17748.0,17859.5,17687.5,17833.5,4092.135,17833.5
73,2020-11-29 08:00:00,17833.5,18158.5,17820.5,18149.0,13935.285,18149.0
74,2020-11-29 09:00:00,18149.0,18220.0,18065.0,18109.0,8702.04,18109.0
75,2020-11-29 10:00:00,18109.0,18231.5,18050.0,18191.5,4361.4,18191.5
76,2020-11-29 11:00:00,18191.5,18252.0,18022.5,18102.0,7293.1347,18102.0
77,2020-11-29 12:00:00,18102.0,18147.5,17925.5,18031.0,2885.12,18031.0
78,2020-11-29 13:00:00,18031.0,18136.0,18007.0,18122.0,4343.4,18122.0
79,2020-11-29 14:00:00,18122.0,18211.5,18045.0,18056.0,2890.36,18056.0
80,2020-11-29 15:00:00,18056.0,18154.5,17983.5,18126.5,0.0,18126.5
81,2020-11-29 16:00:00,18126.5,18159.0,17944.0,18111.0,7219.56,18111.0
82,2020-11-29 17:00:00,18111.0,18156.5,18067.5,18108.0,7248.87105,18108.0
83,2020-11-29 18:00:00,18108.0,18139.5,18056.0,18132.0,15692.2812,18132.0
84,2020-11-29 19:00:00,18132.0,18140.0,18027.5,18058.5,2889.64,18058.5
85,2020-11-29 20:00:00,18058.5,18232.5,18044.5,18220.5,5821.22,18220.5
86,2020-11-29 21:00:00,18220.5,18358.5,18220.0,18278.5,11436.1578,18278.5
87,2020-11-29 22:00:00,18275.0,18283.0,18084.0,18163.0,16519.84095,18163.0
88,2020-11-29 23:00:00,18161.0,18249.5,18135.0,18191.5,4365.24,18191.5
89,2020-11-30 00:00:00,18191.5,18482.0,18186.0,18440.0,39444.52755,18440.0
90,2020-11-30 01:00:00,18440.5,18575.5,18359.0,18503.5,76718.1133,18503.5
91,2020-11-30 02:00:00,18503.5,18558.0,18449.0,18522.0,1480.08,18522.0
92,2020-11-30 03:00:00,18524.5,18607.0,18448.5,18588.5,2972.6,18588.5
93,2020-11-30 04:00:00,18595.0,18633.0,18468.5,18542.5,0.0,18542.5
94,2020-11-30 05:00:00,18542.5,18645.5,18500.0,18552.0,2893.0775,18552.0
95,2020-11-30 06:00:00,18546.5,18605.0,18497.0,18545.0,27.777,18545.0
96,2020-11-30 07:00:00,18539.0,18696.0,18539.0,18641.5,4030.404,18641.5
97,2020-11-30 08:00:00,18641.5,18661.0,18404.0,18481.0,32901.4058,18481.0
98,2020-11-30 09:00:00,18481.0,18528.5,18348.0,18485.5,8489.66,18485.5
99,2020-11-30 10:00:00,18485.5,18603.5,18465.5,18523.5,1481.88,18523.5
100,2020-11-30 11:00:00,18523.5,18681.5,18519.0,18612.5,2982.0,18612.5
101,2020-11-30 12:00:00,18613.0,18863.0,18612.5,18841.0,13333.955,18841.0
102,2020-11-30 13:00:00,18857.5,19233.5,18802.5,19193.5,13424.5028,19193.5
103,2020-11-30 14:00:00,19193.5,20088.0,19165.5,19527.0,136698.76865,19527.0
104,2020-11-30 15:00:00,19527.0,19895.0,19241.5,19334.5,60457.4924,19334.5
105,2020-11-30 16:00:00,19334.5,19569.5,19133.5,19215.0,12406.1015,19215.0
106,2020-11-30 17:00:00,19215.0,19461.0,19015.5,19388.5,30873.2547,19388.5
107,2020-11-30 18:00:00,19388.5,19466.0,19141.5,19144.0,27097.2461,19144.0
108,2020-11-30 19:00:00,19144.0,19316.5,19094.0,19255.0,12967.1129,19255.0
109,2020-11-30 20:00:00,19255.0,19491.0,19177.5,19423.0,25747.02065,19423.0
110,2020-11-30 21:00:00,19423.0,19530.0,19330.0,19356.0,16098.6389,19356.0
111,2020-11-30 22:00:00,19356.0,19511.0,19248.0,19502.5,57884.51125,19502.5
112,2020-11-30 23:00:00,19502.5,19756.0,19454.0,19704.0,7094.918,19704.0
113,2020-12-01 00:00:00,19704.0,19721.5,19484.5,19577.0,25462.1398,19577.0
114,2020-12-01 01:00:00,19577.0,19639.5,19443.5,19621.5,8003.61,19621.5
115,2020-12-01 02:00:00,19612.0,19707.5,19551.0,19679.5,7860.632,19679.5
116,2020-12-01 03:00:00,19679.5,19680.5,19371.5,19427.0,21293.97305,19427.0
117,2020-12-01 04:00:00,19427.0,19525.0,19356.5,19372.5,22018.2431,19372.5
118,2020-12-01 05:00:00,19372.5,19510.5,19303.5,19482.0,7569.96,19482.0
119,2020-12-01 06:00:00,19479.5,19518.5,19330.0,19337.5,8098.9176,19337.5
120,2020-12-01 07:00:00,19337.5,19561.0,19312.0,19537.5,6875.6629,19537.5
121,2020-12-01 08:00:00,19537.5,19577.5,19453.5,19486.0,3210.0032,19486.0
122,2020-12-01 09:00:00,19486.0,19584.0,19443.5,19574.0,6330.18255,19574.0
123,2020-12-01 10:00:00,19574.0,19830.0,19564.5,19766.5,55370.34045,19766.5
124,2020-12-01 11:00:00,19766.5,19919.5,19088.0,19462.0,124978.5144,19462.0
125,2020-12-01 12:00:00,19436.5,19489.5,18461.5,18617.0,85305.88075,18617.0
126,2020-12-01 13:00:00,18617.0,18852.0,18155.5,18782.0,91321.8781,18782.0
127,2020-12-01 14:00:00,18782.0,19369.0,18681.0,19305.5,6243.7293,19305.5
128,2020-12-01 15:00:00,19305.5,19486.0,19213.5,19296.0,39225.2586,19296.0
129,2020-12-01 16:00:00,19296.0,19337.0,18956.5,19077.5,41604.79795,19077.5
130,2020-12-01 17:00:00,19077.5,19125.0,18645.0,19046.5,33364.4241,19046.5
131,2020-12-01 18:00:00,19051.5,19057.0,18722.5,18767.5,27787.97615,18767.5
132,2020-12-01 19:00:00,18767.5,19128.0,18742.5,19077.0,5426.8596,19077.0
133,2020-12-01 20:00:00,19077.0,19145.5,18886.5,19019.0,3032.32,19019.0
134,2020-12-01 21:00:00,19019.0,19224.5,18923.5,19070.5,6295.053,19070.5
135,2020-12-01 22:00:00,19070.5,19187.5,18856.5,18926.0,5997.4419,18926.0
136,2020-12-01 23:00:00,18926.0,18944.0,18749.0,18799.0,9995.86,18799.0
137,2020-12-02 00:00:00,18799.0,18872.5,18467.0,18831.0,17326.74295,18831.0
138,2020-12-02 01:00:00,18809.5,18963.5,18723.5,18886.5,507.9313,18886.5
139,2020-12-02 02:00:00,18886.5,18889.0,18684.0,18707.0,4058.0648,18707.0
140,2020-12-02 03:00:00,18707.0,18787.5,18524.0,18619.0,6909.63175,18619.0
141,2020-12-02 04:00:00,18619.0,18702.0,18337.0,18545.0,16388.933,18545.0
142,2020-12-02 05:00:00,18538.0,18656.0,18476.0,18650.0,5941.14,18650.0
143,2020-12-02 06:00:00,18650.0,18944.5,18620.0,18915.0,15124.5798,18915.0
144,2020-12-02 07:00:00,18915.0,19136.5,18844.5,19108.0,9149.361,19108.0
145,2020-12-02 08:00:00,19108.0,19395.5,19067.0,19214.5,10548.655,19214.5
146,2020-12-02 09:00:00,19214.5,19315.0,19024.0,19043.0,2001.5969,19043.0
147,2020-12-02 10:00:00,19043.0,19188.0,19003.5,19093.5,1523.68,19093.5
148,2020-12-02 11:00:00,19093.5,19194.0,19039.5,19133.0,383.59,19133.0
149,2020-12-02 12:00:00,19145.5,19164.0,18806.0,18937.0,10864.3425,18937.0
150,2020-12-02 13:00:00,18937.0,19248.5,18900.5,19146.0,9193.32,19146.0
151,2020-12-02 14:00:00,19142.5,19158.0,18866.5,18931.5,10730.31025,18931.5
152,2020-12-02 15:00:00,18931.5,18982.0,18748.0,18915.0,7045.9457,18915.0
153,2020-12-02 16:00:00,18912.0,19023.5,18788.5,18877.0,7181.58825,18877.0
154,2020-12-02 17:00:00,18877.0,18996.5,18831.5,18966.0,3041.083,18966.0
155,2020-12-02 18:00:00,18966.0,19076.0,18966.0,19035.0,1498.12,19035.0
156,2020-12-02 19:00:00,19035.0,19140.0,18979.5,19107.0,1655.5142,19107.0
157,2020-12-02 20:00:00,19107.0,19161.0,19061.5,19114.0,10047.9367,19114.0
158,2020-12-02 21:00:00,19114.0,19172.5,19058.0,19155.0,20842.40105,19155.0
159,2020-12-02 22:00:00,19155.0,19242.0,19103.0,19130.5,45296.3322,19130.5
160,2020-12-02 23:00:00,19130.5,19280.0,19108.0,19200.0,1539.687,19200.0
161,2020-12-03 00:00:00,19200.0,19313.0,19167.5,19194.0,0.0,19194.0
162,2020-12-03 01:00:00,19193.5,19198.0,18957.0,19033.0,6158.3789,19033.0
163,2020-12-03 02:00:00,19033.0,19121.0,18960.0,19068.0,6101.36,19068.0
164,2020-12-03 03:00:00,19068.0,19189.5,19033.5,19099.0,0.0,19099.0
165,2020-12-03 04:00:00,19099.0,19130.5,19036.0,19051.5,1524.12,19051.5
166,2020-12-03 05:00:00,19051.5,19122.5,18884.0,18950.0,7025.55835,18950.0
167,2020-12-03 06:00:00,18939.5,19029.5,18900.5,18959.5,10443.36,18959.5
168,2020-12-03 07:00:00,18959.5,19621.5,18927.0,19200.0,10727.6504,19200.0
169,2020-12-03 08:00:00,19200.0,19461.0,19175.0,19384.0,10603.23625,19384.0
170,2020-12-03 09:00:00,19388.0,19428.0,19175.0,19354.0,12243.6591,19354.0
171,2020-12-03 10:00:00,19354.0,19431.5,19256.0,19372.0,8272.1407,19372.0
172,2020-12-03 11:00:00,19372.0,19499.0,19311.0,19415.0,6968.8884,19415.0
173,2020-12-03 12:00:00,19423.0,19450.0,19252.5,19315.5,10670.26025,19315.5
174,2020-12-03 13:00:00,19315.5,19393.5,19266.5,19302.0,8547.4864,19302.0
175,2020-12-03 14:00:00,19302.0,19412.5,19284.0,19370.5,3664.984,19370.5
176,2020-12-03 15:00:00,19370.5,19559.5,19314.0,19528.0,4017.317,19528.0
177,2020-12-03 16:00:00,19528.0,19616.5,19274.0,19389.0,36062.8954,19389.0
178,2020-12-03 17:00:00,19389.0,19397.0,19208.5,19307.0,6551.92,19307.0
179,2020-12-03 18:00:00,19307.0,19418.5,19294.5,19386.0,1550.88,19386.0
180,2020-12-03 19:00:00,19386.0,19442.5,19335.0,19430.0,7085.25975,19430.0
181,2020-12-03 20:00:00,19430.0,19452.5,19330.5,19372.0,3099.88,19372.0
182,2020-12-03 21:00:00,19372.0,19484.0,19336.5,19459.0,19459.0,19459.0
183,2020-12-03 22:00:00,19459.0,19500.5,19420.0,19486.0,324.90685,19486.0
184,2020-12-03 23:00:00,19486.0,19560.5,19434.5,19439.5,5431.932,19439.5
185,2020-12-04 00:00:00,19439.5,19546.5,19399.0,19487.0,1017.53495,19487.0
186,2020-12-04 01:00:00,19487.0,19513.5,19335.5,19342.0,99.51885,19342.0
187,2020-12-04 02:00:00,19344.0,19399.5,19270.5,19289.0,2482.2746,19289.0
188,2020-12-04 03:00:00,19277.5,19337.0,19151.5,19173.5,3073.48,19173.5
189,2020-12-04 04:00:00,19173.5,19337.0,19146.5,19303.0,46.2444,19303.0
190,2020-12-04 05:00:00,19309.5,19330.5,19200.0,19219.5,1545.24,19219.5
191,2020-12-04 06:00:00,19212.5,19372.5,19206.5,19319.0,3133.68825,19319.0
192,2020-12-04 07:00:00,19319.0,19348.5,19263.5,19289.0,1542.68,19289.0
193,2020-12-04 08:00:00,19305.0,19459.0,19289.0,19419.5,4651.12,19419.5
194,2020-12-04 09:00:00,19419.5,19429.0,19333.5,19372.5,1551.68,19372.5
195,2020-12-04 10:00:00,19372.5,19392.5,18900.5,19005.5,20839.0823,19005.5
196,2020-12-04 11:00:00,19009.0,19083.5,18789.5,18830.0,13362.1156,18830.0
197,2020-12-04 12:00:00,18830.0,19043.5,18712.0,19028.5,13285.055,19028.5
198,2020-12-04 13:00:00,19020.0,19044.5,18939.0,19022.0,0.0,19022.0
199,2020-12-04 14:00:00,19022.5,19155.5,18928.0,19077.0,4561.16,19077.0
200,2020-12-04 15:00:00,19077.0,19098.0,18948.5,18951.0,3034.36,18951.0
201,2020-12-04 16:00:00,18951.0,19002.0,18835.5,18985.5,39643.93495,18985.5
202,2020-12-04 17:00:00,18985.5,19036.5,18944.0,18978.0,3283.2431,18978.0
203,2020-12-04 18:00:00,18977.5,19078.0,18932.0,19057.5,2478.05,19057.5
204,2020-12-04 19:00:00,19057.5,19063.0,19009.0,19057.5,0.0,19057.5
205,2020-12-04 20:00:00,19057.5,19083.0,18884.5,18969.5,8977.3595,18969.5
206,2020-12-04 21:00:00,18959.5,19000.0,18762.0,18815.0,40284.0553,18815.0
207,2020-12-04 22:00:00,18819.5,18880.0,18585.0,18647.0,12834.945,18647.0
208,2020-12-04 23:00:00,18647.0,18846.0,18600.0,18670.0,5993.675,18670.0
209,2020-12-05 00:00:00,18670.0,18792.0,18517.5,18768.0,11962.48,18768.0
210,2020-12-05 01:00:00,18768.0,18827.5,18646.5,18661.5,61.7463,18661.5
211,2020-12-05 02:00:00,18665.0,18849.5,18656.0,18800.5,7084.17705,18800.5
212,2020-12-05 03:00:00,18800.5,18889.5,18754.0,18846.5,7036.935,18846.5
213,2020-12-05 04:00:00,18846.5,18943.5,18818.5,18890.5,4339.535,18890.5
214,2020-12-05 05:00:00,18890.5,18988.5,18864.0,18960.5,3035.6,18960.5
215,2020-12-05 06:00:00,18961.0,19007.5,18920.0,18974.5,0.0,18974.5
216,2020-12-05 07:00:00,18974.5,19004.5,18915.0,18935.0,0.0,18935.0
217,2020-12-05 08:00:00,18935.0,19180.0,18931.5,19145.0,3422.04405,19145.0
218,2020-12-05 09:00:00,19145.0,19175.5,19075.5,19129.0,0.0,19129.0
219,2020-12-05 10:00:00,19129.0,19149.5,19052.5,19138.0,0.0,19138.0
220,2020-12-05 11:00:00,19138.0,19140.5,18983.0,19027.5,3050.56,19027.5
221,2020-12-05 12:00:00,19027.5,19089.5,18981.5,19064.5,3051.4,19064.5
222,2020-12-05 13:00:00,19073.5,19085.0,18963.5,19005.0,1520.48,19005.0
223,2020-12-05 14:00:00,19005.0,19094.0,18979.0,19083.0,8213.5256,19083.0
224,2020-12-05 15:00:00,19069.5,19157.0,19060.0,19117.0,15.3132,19117.0
225,2020-12-05 16:00:00,19117.0,19153.5,19066.5,19101.0,4586.6,19101.0
226,2020-12-05 17:00:00,19101.0,19137.5,19036.5,19133.0,0.0,19133.0
227,2020-12-05 18:00:00,19133.0,19156.5,19096.0,19134.0,1339.38,19134.0
228,2020-12-05 19:00:00,19134.0,19188.0,19089.5,19131.5,2873.66,19131.5
229,2020-12-05 20:00:00,19131.5,19152.5,19025.5,19078.0,2864.09,19078.0
230,2020-12-05 21:00:00,19078.0,19119.0,19010.0,19024.0,365.97315,19024.0
231,2020-12-05 22:00:00,19024.0,19063.5,18992.0,19030.5,3045.0,19030.5
232,2020-12-05 23:00:00,19030.5,19167.5,19030.5,19157.5,3059.68,19157.5
233,2020-12-06 00:00:00,19157.5,19279.0,19133.0,19251.0,40015.09775,19251.0
234,2020-12-06 01:00:00,19251.0,19357.5,19229.0,19272.0,10773.60835,19272.0
235,2020-12-06 02:00:00,19272.0,19289.0,19216.5,19231.0,5969.38,19231.0
236,2020-12-06 03:00:00,19231.0,19245.5,19151.5,19198.0,5189.1615,19198.0
237,2020-12-06 04:00:00,19198.0,19238.5,19166.0,19187.0,18431.9202,19187.0
238,2020-12-06 05:00:00,19187.0,19227.5,19114.5,19158.0,1803.36955,19158.0
239,2020-12-06 06:00:00,19158.0,19239.5,19158.0,19195.5,0.0,19195.5
240,2020-12-06 07:00:00,19195.5,19267.0,19179.0,19244.5,3076.12,19244.5
241,2020-12-06 08:00:00,19244.5,19262.0,19014.5,19028.0,40.3422,19028.0
242,2020-12-06 09:00:00,19026.5,19083.0,18954.5,19054.5,5354.753,19054.5
243,2020-12-06 10:00:00,19054.5,19076.0,18968.0,19053.5,1185.2665,19053.5
244,2020-12-06 11:00:00,19053.5,19114.0,18971.5,19105.0,0.0,19105.0
245,2020-12-06 12:00:00,19105.0,19105.0,18971.5,18989.0,2483.28565,18989.0
246,2020-12-06 13:00:00,18989.0,19033.5,18886.0,18968.0,3041.44,18968.0
247,2020-12-06 14:00:00,18968.0,19142.0,18946.0,19127.5,1526.68,19127.5
248,2020-12-06 15:00:00,19127.5,19166.5,19107.5,19139.5,3063.24,19139.5
249,2020-12-06 16:00:00,19139.5,19222.0,19033.5,19110.5,8060.8497,19110.5
250,2020-12-06 17:00:00,19114.5,19196.5,19072.0,19140.5,3064.84,19140.5
251,2020-12-06 18:00:00,19146.0,19187.5,19105.0,19111.5,1137.26205,19111.5
252,2020-12-06 19:00:00,19111.5,19164.5,19090.0,19143.0,4644.248,19143.0
253,2020-12-06 20:00:00,19143.0,19198.0,19123.5,19175.5,1533.52,19175.5
254,2020-12-06 21:00:00,19175.5,19257.0,19128.5,19255.0,4638.353,19255.0
255,2020-12-06 22:00:00,19255.0,19264.0,19068.5,19168.5,5916.8912,19168.5
256,2020-12-06 23:00:00,19151.0,19425.0,19149.0,19379.5,19782.537,19379.5
257,2020-12-07 00:00:00,19379.5,19439.0,19303.5,19320.0,3098.16,19320.0
258,2020-12-07 01:00:00,19320.0,19356.0,19232.0,19312.5,6586.082,19312.5
259,2020-12-07 02:00:00,19312.5,19317.5,19179.5,19222.0,4091.6855,19222.0
260,2020-12-07 03:00:00,19222.0,19307.5,19169.5,19307.5,7753.7616,19307.5
261,2020-12-07 04:00:00,19307.5,19316.5,19249.0,19303.0,3548.2211,19303.0
262,2020-12-07 05:00:00,19300.0,19312.0,19239.5,19249.0,0.0,19249.0
263,2020-12-07 06:00:00,19249.0,19358.0,19237.5,19318.5,6851.413,19318.5
264,2020-12-07 07:00:00,19318.5,19403.5,19301.0,19370.5,5787.98295,19370.5
265,2020-12-07 08:00:00,19370.5,19385.0,19213.5,19261.0,11977.32135,19261.0
266,2020-12-07 09:00:00,19261.0,19265.5,19175.5,19212.5,1534.04,19212.5
267,2020-12-07 10:00:00,19212.5,19260.0,19143.5,19197.5,7480.445,19197.5
268,2020-12-07 11:00:00,19196.0,19238.0,19098.0,19122.5,3374.6395,19122.5
269,2020-12-07 12:00:00,19122.5,19247.0,19103.5,19237.0,1535.48,19237.0
270,2020-12-07 13:00:00,19245.5,19262.0,19185.5,19207.0,2539.97125,19207.0
271,2020-12-07 14:00:00,19207.0,19241.0,19097.0,19206.5,3066.92,19206.5
272,2020-12-07 15:00:00,19206.5,19273.5,19174.5,19232.5,92.315,19232.5
273,2020-12-07 16:00:00,19232.5,19249.5,19177.0,19221.5,11093.86985,19221.5
274,2020-12-07 17:00:00,19221.5,19228.5,19136.5,19167.0,5113.4158,19167.0
275,2020-12-07 18:00:00,19167.0,19201.0,18905.5,18935.5,67045.02135,18935.5
276,2020-12-07 19:00:00,18935.5,19046.0,18915.5,18967.5,8913.79,18967.5
277,2020-12-07 20:00:00,18967.5,19068.0,18938.5,19054.0,3261.8799,19054.0
278,2020-12-07 21:00:00,19054.0,19121.5,19019.5,19078.5,8113.33075,19078.5
279,2020-12-07 22:00:00,19078.5,19127.0,19073.0,19125.5,101.2618,19125.5
280,2020-12-07 23:00:00,19125.5,19240.5,19083.0,19184.0,73984.1372,19184.0
281,2020-12-08 00:00:00,19184.0,19241.0,19140.5,19239.5,7674.16,19239.5
282,2020-12-08 01:00:00,19239.5,19239.5,19154.5,19227.0,4669.04995,19227.0
283,2020-12-08 02:00:00,19227.0,19230.0,19162.5,19182.5,4604.28,19182.5
284,2020-12-08 03:00:00,19182.5,19203.5,19142.0,19161.0,4878.0568,19161.0
285,2020-12-08 04:00:00,19161.0,19230.0,19159.0,19186.5,8835.59,19186.5
286,2020-12-08 05:00:00,19186.5,19308.0,19186.5,19302.0,8110.06085,19302.0
287,2020-12-08 06:00:00,19302.0,19311.5,19100.5,19166.5,26562.8803,19166.5
288,2020-12-08 07:00:00,19166.5,19203.5,19136.0,19143.0,1909.3908,19143.0
289,2020-12-08 08:00:00,19143.0,19173.5,19015.0,19066.0,13567.27095,19066.0
290,2020-12-08 09:00:00,19066.0,19105.0,18671.5,18796.0,66095.82735,18796.0
291,2020-12-08 10:00:00,18796.0,18887.0,18703.5,18817.5,25015.4176,18817.5
292,2020-12-08 11:00:00,18820.5,18873.0,18724.0,18762.5,42756.00605,18762.5
293,2020-12-08 12:00:00,18761.0,18865.0,18602.5,18713.5,91762.4971,18713.5
294,2020-12-08 13:00:00,18713.5,18950.5,18713.5,18932.5,44387.2327,18932.5
295,2020-12-08 14:00:00,18932.5,18985.0,18868.5,18870.5,2294.4138,18870.5
296,2020-12-08 15:00:00,18870.5,18921.0,18781.0,18808.5,13600.0024,18808.5
297,2020-12-08 16:00:00,18808.5,18911.0,18750.0,18831.5,48119.10675,18831.5
298,2020-12-08 17:00:00,18829.5,18937.0,18810.5,18926.5,16224.9011,18926.5
299,2020-12-08 18:00:00,18926.5,18929.0,18818.5,18846.0,4533.76,18846.0
300,2020-12-08 19:00:00,18846.0,18893.5,18774.0,18778.0,6879.1827,18778.0
301,2020-12-08 20:00:00,18778.0,18845.0,18673.5,18736.0,119661.85735,18736.0
302,2020-12-08 21:00:00,18736.0,18830.5,18675.0,18770.5,20756.53555,18770.5
303,2020-12-08 22:00:00,18770.5,18831.5,18316.5,18316.5,95494.75095,18316.5
304,2020-12-08 23:00:00,18316.5,18439.0,18177.5,18309.0,182204.5097,18309.0
