timestamp,Unnamed: 0,Unnamed: 0.1,open_ETH_ftx_1H,high_ETH_ftx_1H,low_ETH_ftx_1H,close,volume_ETH_ftx_1H,price
2020-11-29 18:00:00,83.0,83.0,554.22,554.58,551.67,554.51,0.0,554.51
2020-11-29 20:00:00,85.0,85.0,552.29,557.72,551.76,557.27,0.0,557.27
2020-11-29 22:00:00,87.0,87.0,567.89,573.19,563.8,571.22,2258.13328,571.22
2020-11-30 00:00:00,89.0,89.0,576.81,593.03,575.99,588.06,10.60128,588.06
2020-11-30 02:00:00,91.0,91.0,587.49,589.41,585.36,586.31,0.0,586.31
2020-11-30 04:00:00,93.0,93.0,588.46,589.16,584.06,585.55,0.0,585.55
2020-11-30 06:00:00,95.0,95.0,583.52,585.57,580.88,584.14,4573.04161,584.14
2020-11-30 08:00:00,97.0,97.0,585.84,586.65,573.08,577.71,0.0,577.71
2020-11-30 10:00:00,99.0,99.0,576.94,583.5,575.68,581.01,1997.07192,581.01
2020-11-30 12:00:00,101.0,101.0,589.24,596.59,588.71,596.02,15883.65006,596.02
2020-11-30 14:00:00,103.0,103.0,602.42,613.18,599.65,605.63,18596.65647,605.63
2020-11-30 16:00:00,105.0,105.0,596.71,614.35,596.71,602.75,867.46307,602.75
2020-11-30 18:00:00,107.0,107.0,606.14,609.3,597.35,598.36,0.0,598.36
2020-11-30 20:00:00,109.0,109.0,603.16,607.65,599.2,606.64,3863.25673,606.64
2020-11-30 22:00:00,111.0,111.0,606.17,610.88,602.18,610.67,0.0,610.67
2020-12-01 00:00:00,113.0,113.0,616.29,617.27,603.59,605.63,0.0,605.63
2020-12-01 02:00:00,115.0,115.0,610.2,611.6,607.53,611.05,67.2155,611.05
2020-12-01 04:00:00,117.0,117.0,606.0,609.05,602.31,604.06,0.0,604.06
2020-12-01 06:00:00,119.0,119.0,608.77,612.35,604.88,605.81,0.0,605.81
2020-12-01 08:00:00,121.0,121.0,611.05,613.06,608.88,609.51,0.0,609.51
2020-12-01 10:00:00,123.0,123.0,614.49,629.09,613.77,627.74,1129.0144,627.74
2020-12-01 12:00:00,125.0,125.0,617.04,618.36,563.46,577.81,36812.2527,577.81
2020-12-01 14:00:00,127.0,127.0,589.84,613.97,576.72,610.57,0.0,610.57
2020-12-01 16:00:00,129.0,129.0,605.27,610.21,588.75,595.02,5982.6,595.02
2020-12-01 18:00:00,131.0,131.0,596.39,596.39,588.06,590.0,0.0,590.0
2020-12-01 20:00:00,133.0,133.0,598.96,601.53,590.0,593.67,0.0,593.67
2020-12-01 22:00:00,135.0,135.0,594.61,601.02,589.2,590.0,0.0,590.0
2020-12-02 00:00:00,137.0,137.0,586.78,594.08,576.26,592.81,45.82316,592.81
2020-12-02 02:00:00,139.0,139.0,594.97,595.57,587.41,588.84,0.0,588.84
2020-12-02 04:00:00,141.0,141.0,586.59,590.02,577.37,583.43,0.0,583.43
2020-12-02 06:00:00,143.0,143.0,585.5,592.94,585.02,591.88,1926.45439,591.88
2020-12-02 08:00:00,145.0,145.0,597.52,601.22,593.88,596.63,102.47004,596.63
2020-12-02 10:00:00,147.0,147.0,595.74,599.24,593.39,598.79,0.0,598.79
2020-12-02 12:00:00,149.0,149.0,599.13,599.24,588.83,593.92,0.0,593.92
2020-12-02 14:00:00,151.0,151.0,593.91,597.67,589.57,591.03,0.59587,591.03
2020-12-02 16:00:00,153.0,153.0,590.21,591.83,584.74,584.74,498.8862,584.74
2020-12-02 18:00:00,155.0,155.0,588.73,597.2,587.64,595.04,499.8336,595.04
2020-12-02 20:00:00,157.0,157.0,596.71,599.35,595.85,597.64,2007.18146,597.64
2020-12-02 22:00:00,159.0,159.0,598.2,601.51,596.24,597.0,0.0,597.0
2020-12-03 00:00:00,161.0,161.0,597.0,600.39,594.69,596.4,0.0,596.4
2020-12-03 02:00:00,163.0,163.0,591.96,594.71,590.86,593.23,0.0,593.23
2020-12-03 04:00:00,165.0,165.0,595.6,597.9,592.54,593.1,0.0,593.1
2020-12-03 06:00:00,167.0,167.0,589.16,592.37,586.58,591.75,0.0,591.75
2020-12-03 08:00:00,169.0,169.0,598.66,609.81,594.94,605.51,7568.4193,605.51
2020-12-03 10:00:00,171.0,171.0,606.67,615.38,604.26,612.47,49.9872,612.47
2020-12-03 12:00:00,173.0,173.0,613.92,615.16,605.69,609.27,24969.5916,609.27
2020-12-03 14:00:00,175.0,175.0,609.47,614.0,609.27,611.2,0.0,611.2
2020-12-03 16:00:00,177.0,177.0,619.48,623.49,608.73,614.77,10312.85085,614.77
2020-12-03 18:00:00,179.0,179.0,612.85,616.68,612.85,615.2,0.0,615.2
2020-12-03 20:00:00,181.0,181.0,614.23,615.63,610.8,611.83,0.0,611.83
2020-12-03 22:00:00,183.0,183.0,615.62,617.24,614.53,616.97,0.0,616.97
2020-12-04 00:00:00,185.0,185.0,616.47,620.72,613.8,617.92,0.0,617.92
2020-12-04 02:00:00,187.0,187.0,611.87,614.03,604.1,604.63,1041.57125,604.63
2020-12-04 04:00:00,189.0,189.0,603.03,608.11,600.05,606.56,46.878,606.56
2020-12-04 06:00:00,191.0,191.0,603.84,608.59,602.88,607.12,0.0,607.12
2020-12-04 08:00:00,193.0,193.0,605.04,613.92,603.74,611.42,0.0,611.42
2020-12-04 10:00:00,195.0,195.0,609.14,609.5,589.53,594.09,2667.95931,594.09
2020-12-04 12:00:00,197.0,197.0,585.0,592.74,584.51,592.31,3630.36872,592.31
2020-12-04 14:00:00,199.0,199.0,591.44,596.02,587.06,592.29,0.0,592.29
2020-12-04 16:00:00,201.0,201.0,588.9,589.78,582.18,588.94,0.0,588.94
2020-12-04 18:00:00,203.0,203.0,589.58,593.38,587.67,591.5,0.0,591.5
2020-12-04 20:00:00,205.0,205.0,591.44,594.9,587.49,590.19,9999.6741,590.19
2020-12-04 22:00:00,207.0,207.0,581.63,582.65,566.23,570.87,9892.92759,570.87
2020-12-05 00:00:00,209.0,209.0,567.53,572.95,561.21,572.15,0.0,572.15
2020-12-05 02:00:00,211.0,211.0,568.44,576.29,568.22,574.91,0.0,574.91
2020-12-05 04:00:00,213.0,213.0,575.95,581.32,575.64,579.51,35.33425,579.51
2020-12-05 06:00:00,215.0,215.0,584.83,588.74,583.63,588.27,0.0,588.27
2020-12-05 08:00:00,217.0,217.0,585.53,596.04,585.31,595.5,0.0,595.5
2020-12-05 10:00:00,219.0,219.0,593.65,595.36,591.1,593.38,249.8873,593.38
2020-12-05 12:00:00,221.0,221.0,589.88,592.87,589.16,591.65,0.0,591.65
2020-12-05 14:00:00,223.0,223.0,586.9,592.27,586.76,591.32,0.0,591.32
2020-12-05 16:00:00,225.0,225.0,592.65,596.36,589.76,594.11,98.5874,594.11
2020-12-05 18:00:00,227.0,227.0,594.98,595.4,592.23,593.57,0.0,593.57
2020-12-05 20:00:00,229.0,229.0,595.1,595.76,590.81,592.43,0.0,592.43
2020-12-05 22:00:00,231.0,231.0,592.37,593.15,590.75,591.61,0.0,591.61
2020-12-06 00:00:00,233.0,233.0,595.5,606.47,595.5,605.53,0.0,605.53
2020-12-06 02:00:00,235.0,235.0,603.83,604.13,599.96,600.36,0.0,600.36
2020-12-06 04:00:00,237.0,237.0,597.4,599.7,597.4,598.86,6586.005,598.86
2020-12-06 06:00:00,239.0,239.0,597.72,599.42,595.67,597.95,0.0,597.95
2020-12-06 08:00:00,241.0,241.0,600.64,602.1,590.41,591.86,0.0,591.86
2020-12-06 10:00:00,243.0,243.0,591.02,592.72,588.9,590.88,0.0,590.88
2020-12-06 12:00:00,245.0,245.0,593.57,593.57,587.23,588.65,0.0,588.65
2020-12-06 14:00:00,247.0,247.0,587.76,595.61,585.5,594.35,0.0,594.35
2020-12-06 16:00:00,249.0,249.0,595.26,598.86,591.96,595.13,0.0,595.13
2020-12-06 18:00:00,251.0,251.0,595.65,596.53,594.16,594.86,12602.39055,594.86
2020-12-06 20:00:00,253.0,253.0,595.93,596.74,594.49,595.2,0.0,595.2
2020-12-06 22:00:00,255.0,255.0,599.16,599.68,590.32,593.25,0.0,593.25
2020-12-07 00:00:00,257.0,257.0,603.89,603.89,597.29,598.29,0.0,598.29
2020-12-07 02:00:00,259.0,259.0,594.96,596.04,592.37,593.57,99.71976,593.57
2020-12-07 04:00:00,261.0,261.0,595.14,597.19,592.97,596.38,0.0,596.38
2020-12-07 06:00:00,263.0,263.0,596.54,601.07,596.25,598.66,0.0,598.66
2020-12-07 08:00:00,265.0,265.0,601.03,601.33,594.55,596.85,0.0,596.85
2020-12-07 10:00:00,267.0,267.0,595.64,595.99,592.32,593.47,10.115,593.47
2020-12-07 12:00:00,269.0,269.0,590.94,597.99,590.17,597.65,0.0,597.65
2020-12-07 14:00:00,271.0,271.0,595.2,597.08,592.1,594.49,181.17184,594.49
2020-12-07 16:00:00,273.0,273.0,594.86,596.07,592.52,593.69,0.0,593.69
2020-12-07 18:00:00,275.0,275.0,592.86,593.78,584.38,586.26,85.71952,586.26
2020-12-07 20:00:00,277.0,277.0,587.55,588.61,584.59,586.75,0.0,586.75
2020-12-07 22:00:00,279.0,279.0,588.66,591.43,588.21,590.97,0.0,590.97
2020-12-08 00:00:00,281.0,281.0,591.63,592.59,588.47,591.31,0.0,591.31
2020-12-08 02:00:00,283.0,283.0,590.14,590.55,588.47,589.01,0.0,589.01
2020-12-08 04:00:00,285.0,285.0,588.84,591.18,588.52,590.05,0.0,590.05
2020-12-08 06:00:00,287.0,287.0,595.15,595.41,589.68,591.26,64.12234,591.26
2020-12-08 08:00:00,289.0,289.0,588.5,589.15,581.08,584.01,4080.5592,584.01
2020-12-08 10:00:00,291.0,291.0,573.66,578.3,571.01,575.47,1873.65211,575.47
2020-12-08 12:00:00,293.0,293.0,574.13,577.67,568.55,572.35,299.57608,572.35
2020-12-08 14:00:00,295.0,295.0,578.39,581.14,576.85,576.91,510.87425,576.91
2020-12-08 16:00:00,297.0,297.0,573.97,577.99,570.25,573.12,628.43,573.12
2020-12-08 18:00:00,299.0,299.0,576.86,577.06,572.03,572.36,186.06575,572.36
2020-12-08 20:00:00,301.0,301.0,571.23,572.36,562.52,564.43,3749.6635,564.43
2020-12-08 22:00:00,303.0,303.0,565.9,569.52,554.99,555.41,2834.14285,555.41
2020-12-09 00:00:00,305.0,305.0,554.64,556.45,549.65,550.16,0.0,550.16
2020-12-09 02:00:00,307.0,307.0,547.29,552.8,544.71,549.86,0.0,549.86
2020-12-09 04:00:00,309.0,309.0,552.04,552.75,546.25,547.32,0.0,547.32
2020-12-09 06:00:00,311.0,311.0,548.07,551.09,547.21,549.48,247.60694,549.48
2020-12-09 08:00:00,313.0,313.0,538.53,541.98,530.29,540.15,1368.22189,540.15
2020-12-09 10:00:00,315.0,315.0,548.74,560.01,546.55,558.39,0.0,558.39
2020-12-09 12:00:00,317.0,317.0,561.87,568.06,559.98,559.98,0.0,559.98
2020-12-09 14:00:00,319.0,319.0,572.24,576.8,570.21,571.5,0.0,571.5
2020-12-09 16:00:00,321.0,321.0,567.87,570.01,561.5,569.99,285.005,569.99
2020-12-09 18:00:00,323.0,323.0,568.42,572.41,565.16,566.53,49938.89438,566.53
2020-12-09 20:00:00,325.0,325.0,568.23,574.76,566.35,572.99,0.0,572.99
2020-12-09 22:00:00,327.0,327.0,575.55,577.49,572.26,575.89,0.0,575.89
2020-12-10 00:00:00,329.0,329.0,573.38,575.53,567.18,567.51,1132.248,567.51
2020-12-10 02:00:00,331.0,331.0,569.93,572.73,565.36,568.1,0.0,568.1
2020-12-10 04:00:00,333.0,333.0,567.68,571.74,566.31,567.03,0.0,567.03
2020-12-10 06:00:00,335.0,335.0,564.08,566.04,559.58,560.3,0.0,560.3
2020-12-10 08:00:00,337.0,337.0,563.72,568.36,562.9,566.26,0.0,566.26
2020-12-10 10:00:00,339.0,339.0,558.73,560.86,553.13,553.94,0.0,553.94
2020-12-10 12:00:00,341.0,341.0,555.35,559.16,553.53,556.58,0.0,556.58
2020-12-10 14:00:00,343.0,343.0,560.89,562.52,550.95,552.54,0.0,552.54
2020-12-10 16:00:00,345.0,345.0,557.12,561.13,554.87,559.43,5863.888,559.43
2020-12-10 18:00:00,347.0,347.0,558.74,562.6,557.98,560.13,5025.51178,560.13
2020-12-10 20:00:00,349.0,349.0,565.45,568.46,563.78,564.67,0.0,564.67
2020-12-10 22:00:00,351.0,351.0,563.59,564.89,560.72,563.08,0.0,563.08
2020-12-11 00:00:00,353.0,353.0,558.9,560.66,546.02,548.29,0.0,548.29
2020-12-11 02:00:00,355.0,355.0,546.11,547.7,542.27,542.63,2083.8747,542.63
2020-12-11 04:00:00,357.0,357.0,547.22,548.8,543.48,543.72,0.0,543.72
2020-12-11 06:00:00,359.0,359.0,543.87,546.34,541.25,544.07,0.0,544.07
2020-12-11 08:00:00,361.0,361.0,540.75,548.06,538.34,544.7,190.1003,544.7
2020-12-11 10:00:00,363.0,363.0,541.5,546.16,536.13,540.07,3700.01369,540.07
2020-12-11 12:00:00,365.0,365.0,538.81,546.08,536.98,543.45,0.0,543.45
2020-12-11 14:00:00,367.0,367.0,549.47,553.68,547.79,552.73,0.0,552.73
2020-12-11 16:00:00,369.0,369.0,553.92,554.33,546.67,548.65,819.86238,548.65
2020-12-11 18:00:00,371.0,371.0,544.86,549.22,543.26,548.42,0.0,548.42
2020-12-11 20:00:00,373.0,373.0,546.26,548.96,544.59,547.05,0.0,547.05
2020-12-11 22:00:00,375.0,375.0,549.45,551.94,547.75,550.37,2097.51603,550.37
2020-12-12 00:00:00,377.0,377.0,544.54,556.34,543.18,555.28,10.4937,555.28
2020-12-12 02:00:00,379.0,379.0,553.08,557.32,552.66,556.37,46.14219,556.37
2020-12-12 04:00:00,381.0,381.0,555.93,561.36,554.12,559.93,0.0,559.93
2020-12-12 06:00:00,383.0,383.0,557.16,559.59,555.41,556.78,0.0,556.78
2020-12-12 08:00:00,385.0,385.0,559.27,560.75,555.97,557.58,0.0,557.58
2020-12-12 10:00:00,387.0,387.0,556.64,557.8,554.16,555.08,0.0,555.08
2020-12-12 12:00:00,389.0,389.0,559.63,560.44,556.42,557.56,0.0,557.56
2020-12-12 14:00:00,391.0,391.0,555.84,557.8,551.56,554.01,249.85851,554.01
2020-12-12 16:00:00,393.0,393.0,554.6,556.05,552.73,553.46,201.00756,553.46
2020-12-12 18:00:00,395.0,395.0,556.43,565.46,556.09,564.36,0.0,564.36
2020-12-12 20:00:00,397.0,397.0,568.85,572.9,566.67,568.47,226.75254,568.47
2020-12-12 22:00:00,399.0,399.0,570.49,574.24,569.81,571.64,0.0,571.64
2020-12-13 00:00:00,401.0,401.0,568.62,569.76,564.2,566.27,6286.5454,566.27
2020-12-13 02:00:00,403.0,403.0,566.36,567.2,563.71,567.03,255.78228,567.03
2020-12-13 04:00:00,405.0,405.0,566.28,569.87,564.77,568.43,1071.13,568.43
2020-12-13 06:00:00,407.0,407.0,569.77,573.54,569.31,572.78,231.24152,572.78
2020-12-13 08:00:00,409.0,409.0,579.54,584.38,577.29,581.29,14982.7452,581.29
2020-12-13 10:00:00,411.0,411.0,583.74,586.48,582.11,583.88,422.70067,583.88
2020-12-13 12:00:00,413.0,413.0,585.89,589.06,583.37,587.01,0.0,587.01
2020-12-13 14:00:00,415.0,415.0,585.95,586.67,582.97,585.37,0.0,585.37
2020-12-13 16:00:00,417.0,417.0,584.36,595.28,584.36,593.11,533.29192,593.11
2020-12-13 18:00:00,419.0,419.0,594.43,594.43,590.73,592.17,0.0,592.17
2020-12-13 20:00:00,421.0,421.0,591.54,591.92,584.99,588.59,0.0,588.59
2020-12-13 22:00:00,423.0,423.0,591.32,592.04,583.88,588.5,88.73968,588.5
2020-12-14 00:00:00,425.0,425.0,590.44,590.74,581.62,584.28,13210.91455,584.28
2020-12-14 02:00:00,427.0,427.0,585.07,590.79,582.97,590.6,0.0,590.6
2020-12-14 04:00:00,429.0,429.0,590.41,591.11,583.63,585.46,714.19356,585.46
2020-12-14 06:00:00,431.0,431.0,585.32,588.05,584.47,587.94,0.0,587.94
2020-12-14 08:00:00,433.0,433.0,585.78,589.29,585.37,587.85,0.0,587.85
2020-12-14 10:00:00,435.0,435.0,586.87,587.89,576.3,578.22,2589.72343,578.22
2020-12-14 12:00:00,437.0,437.0,579.77,582.14,576.8,578.85,0.0,578.85
2020-12-14 14:00:00,439.0,439.0,582.12,582.69,578.16,582.34,0.0,582.34
2020-12-14 16:00:00,441.0,441.0,584.3,585.31,580.75,581.57,0.0,581.57
2020-12-14 18:00:00,443.0,443.0,581.32,586.41,581.29,586.38,0.0,586.38
2020-12-14 20:00:00,445.0,445.0,585.0,587.39,582.64,586.69,252.4127,586.69
2020-12-14 22:00:00,447.0,447.0,586.4,588.61,585.89,588.44,184.75446,588.44
2020-12-15 00:00:00,449.0,449.0,586.39,589.78,585.61,588.88,1999.2476,588.88
2020-12-15 02:00:00,451.0,451.0,591.53,597.45,591.13,594.11,21502.94578,594.11
2020-12-15 04:00:00,453.0,453.0,592.94,593.81,582.9,583.35,19.35186,583.35
2020-12-15 06:00:00,455.0,455.0,582.32,584.77,581.34,584.69,0.0,584.69
2020-12-15 08:00:00,457.0,457.0,584.95,586.29,581.72,583.87,0.0,583.87
2020-12-15 10:00:00,459.0,459.0,583.61,589.53,580.88,588.22,39.35729,588.22
2020-12-15 12:00:00,461.0,461.0,585.95,589.51,585.11,586.0,5725.33268,586.0
2020-12-15 14:00:00,463.0,463.0,587.3,589.72,582.74,584.4,1395.7109,584.4
2020-12-15 16:00:00,465.0,465.0,586.07,587.44,584.14,586.02,0.0,586.02
2020-12-15 18:00:00,467.0,467.0,586.31,589.55,585.89,589.29,9996.23516,589.29
2020-12-15 20:00:00,469.0,469.0,592.34,593.52,590.61,591.18,999.56196,591.18
2020-12-15 22:00:00,471.0,471.0,588.87,589.65,587.37,588.46,0.0,588.46
2020-12-16 00:00:00,473.0,473.0,589.13,589.67,583.56,585.32,1999.4746,585.32
2020-12-16 02:00:00,475.0,475.0,585.17,586.75,584.97,586.1,0.0,586.1
2020-12-16 04:00:00,477.0,477.0,583.54,584.69,580.98,583.52,17.4438,583.52
2020-12-16 06:00:00,479.0,479.0,583.99,586.64,583.18,585.8,0.0,585.8
2020-12-16 08:00:00,481.0,481.0,585.12,587.88,583.7,587.88,0.0,587.88
2020-12-16 10:00:00,483.0,483.0,588.51,595.0,587.68,594.32,2043.69921,594.32
2020-12-16 12:00:00,485.0,485.0,594.12,599.36,591.41,592.48,8850.59456,592.48
2020-12-16 14:00:00,487.0,487.0,609.28,626.53,608.72,620.81,20201.6584,620.81
2020-12-16 16:00:00,489.0,489.0,620.96,629.76,620.66,629.06,37745.68866,629.06
2020-12-16 18:00:00,491.0,491.0,622.4,624.61,617.11,619.15,261.2937,619.15
2020-12-16 20:00:00,493.0,493.0,623.28,625.76,621.45,623.5,6.2297,623.5
2020-12-16 22:00:00,495.0,495.0,629.76,636.0,628.46,635.25,5.67003,635.25
2020-12-17 00:00:00,497.0,497.0,637.71,648.36,637.28,645.14,21654.6991,645.14
2020-12-17 02:00:00,499.0,499.0,644.19,648.17,642.04,646.02,5395.76404,646.02
2020-12-17 04:00:00,501.0,501.0,636.43,640.6,636.31,637.62,0.0,637.62
2020-12-17 06:00:00,503.0,503.0,647.47,648.17,642.8,644.13,0.0,644.13
2020-12-17 08:00:00,505.0,505.0,647.83,655.99,645.44,649.21,1064.74865,649.21
2020-12-17 10:00:00,507.0,507.0,641.19,669.76,640.73,668.48,9839.90034,668.48
2020-12-17 12:00:00,509.0,509.0,663.36,666.51,657.76,665.21,1812.42369,665.21
2020-12-17 14:00:00,511.0,511.0,657.55,666.67,655.86,662.18,0.0,662.18
2020-12-17 16:00:00,513.0,513.0,664.85,676.37,661.65,672.33,20.708,672.33
2020-12-17 18:00:00,515.0,515.0,651.41,658.08,627.6,655.76,32996.71796,655.76
2020-12-17 20:00:00,517.0,517.0,647.06,652.95,634.26,641.53,0.0,641.53
2020-12-17 22:00:00,519.0,519.0,640.31,648.88,639.04,644.89,0.0,644.89
2020-12-18 00:00:00,521.0,521.0,641.98,643.94,630.03,638.93,3800.55,638.93
2020-12-18 02:00:00,523.0,523.0,644.88,654.13,643.38,649.88,0.0,649.88
2020-12-18 04:00:00,525.0,525.0,642.74,646.39,639.22,641.96,0.0,641.96
2020-12-18 06:00:00,527.0,527.0,645.9,648.51,643.64,644.21,0.0,644.21
2020-12-18 08:00:00,529.0,529.0,644.52,653.23,641.96,651.21,0.0,651.21
2020-12-18 10:00:00,531.0,531.0,661.53,664.45,652.0,653.34,439.7953,653.34
2020-12-18 12:00:00,533.0,533.0,650.14,654.63,644.75,650.05,0.0,650.05
2020-12-18 14:00:00,535.0,535.0,640.13,644.08,631.99,639.77,0.0,639.77
2020-12-18 16:00:00,537.0,537.0,638.39,645.1,634.75,643.04,0.0,643.04
2020-12-18 18:00:00,539.0,539.0,646.83,647.81,643.49,646.15,0.0,646.15
2020-12-18 20:00:00,541.0,541.0,645.44,648.94,643.92,648.54,0.0,648.54
2020-12-18 22:00:00,543.0,543.0,650.73,653.54,645.82,651.63,0.0,651.63
2020-12-19 00:00:00,545.0,545.0,654.44,656.22,648.0,649.73,427.707,649.73
2020-12-19 02:00:00,547.0,547.0,649.89,658.76,649.19,657.81,0.0,657.81
2020-12-19 04:00:00,549.0,549.0,656.18,658.58,654.46,655.62,0.0,655.62
2020-12-19 06:00:00,551.0,551.0,653.45,654.67,647.58,649.45,3689.83777,649.45
2020-12-19 08:00:00,553.0,553.0,649.57,654.12,646.9,653.89,0.0,653.89
2020-12-19 10:00:00,555.0,555.0,652.03,657.65,652.03,654.29,0.0,654.29
2020-12-19 12:00:00,557.0,557.0,651.49,660.63,651.38,655.49,0.0,655.49
2020-12-19 14:00:00,559.0,559.0,656.82,661.35,649.94,655.66,33826.11183,655.66
2020-12-19 16:00:00,561.0,561.0,655.8,665.72,653.64,662.61,7798.74304,662.61
2020-12-19 18:00:00,563.0,563.0,663.55,664.26,656.74,660.15,35.83116,660.15
2020-12-19 20:00:00,565.0,565.0,659.92,668.37,659.86,667.1,0.0,667.1
2020-12-19 22:00:00,567.0,567.0,666.45,666.65,661.56,663.81,0.0,663.81
2020-12-20 00:00:00,569.0,569.0,658.74,659.21,642.04,649.19,3236.3049,649.19
2020-12-20 02:00:00,571.0,571.0,648.99,649.79,645.77,648.15,0.0,648.15
2020-12-20 04:00:00,573.0,573.0,646.58,649.65,641.32,648.61,0.0,648.61
2020-12-20 06:00:00,575.0,575.0,648.52,653.16,647.46,650.3,0.0,650.3
2020-12-20 08:00:00,577.0,577.0,657.31,658.27,653.48,656.84,0.0,656.84
2020-12-20 10:00:00,579.0,579.0,656.86,657.78,649.93,650.46,1737.68591,650.46
2020-12-20 12:00:00,581.0,581.0,652.73,653.63,643.3,646.24,1646.5638,646.24
2020-12-20 14:00:00,583.0,583.0,648.07,652.44,645.91,648.83,0.0,648.83
2020-12-20 16:00:00,585.0,585.0,654.43,655.72,644.7,646.25,0.0,646.25
2020-12-20 18:00:00,587.0,587.0,647.66,650.54,645.34,649.53,0.0,649.53
2020-12-20 20:00:00,589.0,589.0,649.81,658.12,649.59,656.46,0.0,656.46
2020-12-20 22:00:00,591.0,591.0,633.39,637.12,621.36,635.39,2890.65268,635.39
2020-12-21 00:00:00,593.0,593.0,638.07,644.68,635.47,642.73,0.0,642.73
2020-12-21 02:00:00,595.0,595.0,642.19,645.4,641.54,643.95,193.14,643.95
2020-12-21 04:00:00,597.0,597.0,645.38,648.36,642.98,644.21,0.0,644.21
2020-12-21 06:00:00,599.0,599.0,642.04,645.2,636.47,645.01,60.8304,645.01
2020-12-21 08:00:00,601.0,601.0,646.35,648.24,634.41,635.38,0.0,635.38
2020-12-21 10:00:00,603.0,603.0,626.37,629.2,603.46,606.44,18319.44701,606.44
